origin,destination,origin_country,destination_country,count
EGTR,EGSX,GB,GB,7
KPHL,VT30,US,US,7
KGRR,KBED,US,US,7
6NY2,KBUF,US,US,7
EGTR,EGBT,GB,GB,7
KATL,NX01,US,US,7
KVDF,FD83,US,US,7
NC00,K5W8,US,US,7
KRNT,KORS,US,US,7
KBJC,34CO,US,US,7
KDFW,69XA,US,US,7
OL12,KTIK,US,US,7
KLHQ,KOSU,US,US,7
VIDP,VISP,IN,IN,7
KPHX,26OG,US,US,7
KISM,KSEA,US,US,7
KFRG,NH78,US,US,7
KRNM,KSDM,US,US,7
KRNM,KRAL,US,US,7
KCMA,KAVX,US,US,7
KISP,72FL,US,US,7
21NH,KBOS,US,US,7
KRIR,KTOA,US,US,7
KLOM,KMQS,US,US,7
30TA,KSAT,US,US,7
KBLV,FL47,US,US,7
KORL,KMMK,US,US,7
SBST,SBMT,BR,BR,7
KISP,KSWF,US,US,7
KORL,KOMA,US,US,7
KSNA,KMAE,US,US,7
KORL,KPDK,US,US,7
3OH7,KLUK,US,US,7
KDTW,80PN,US,US,7
KRIU,KAUN,US,US,7
30TA,KHYI,US,US,7
KSNA,KIWA,US,US,7
KVDF,9FD2,US,US,7
LFPN,LFOZ,FR,FR,7
LIPX,LIBR,IT,IT,7
KDAY,KCMH,US,US,7
KISP,KLGA,US,US,7
KLOM,KILG,US,US,7
LEZL,LEGT,ES,ES,7
0TX0,KFTW,US,US,7
KPIA,KIWA,US,US,7
KTYS,KFTG,US,US,7
30TA,KEDC,US,US,7
KDAY,KUZA,US,US,7
KFWQ,KHEF,US,US,7
KMGY,2OI2,US,US,7
KFTY,KPUJ,US,US,7
KAUM,53MN,US,US,7
EDDS,EDSP,DE,DE,7
SC75,SC86,US,US,7
80PN,KSEA,US,US,7
KCCR,KHWD,US,US,7
KMCI,KSGS,US,US,7
KCLT,1FD4,US,US,7
KAUS,KBFI,US,US,7
KPDX,KBNA,US,US,7
EDDK,EDDF,DE,DE,7
YBLT,YRKE,AU,AU,7
KPHL,46SC,US,US,7
NZAR,NZLD,NZ,NZ,7
NZAR,NZTE,NZ,NZ,7
KCLT,1NC4,US,US,7
LGML,LGAV,GR,GR,7
KLAX,KPMP,US,US,7
43TS,KADS,US,US,7
LILB,LILO,IT,IT,7
YBLT,YMBU,AU,AU,7
KPDX,64OR,US,US,7
MI58,6MI3,US,US,7
KTEB,7PS7,US,US,7
KDEN,4IA8,US,US,7
KLAX,KOPF,US,US,7
00KS,SN59,US,US,7
EGNP,EGNM,GB,GB,7
KFCM,KLVN,US,US,7
KCLM,WA05,US,US,7
AZ67,KIWA,US,US,7
KDMW,MD48,US,US,7
5WI4,KMWC,US,US,7
KLAX,KISM,US,US,7
NZAA,NZCX,NZ,NZ,7
KDMW,KJYO,US,US,7
KCLL,KADS,US,US,7
KLAL,KBKV,US,US,7
KASG,KH35,US,US,7
98VA,KMCO,US,US,7
80WA,KBFI,US,US,7
KLAN,KDTW,US,US,7
EICM,EINN,IE,IE,7
KCLE,KUZA,US,US,7
KPDX,KSGS,US,US,7
KPDX,KSLE,US,US,7
KSTL,KLUK,US,US,7
NZAA,NZKE,NZ,NZ,7
KLAL,FL16,US,US,7
LFML,LFMA,FR,FR,7
KPDX,KHHR,US,US,7
KPDX,KHWD,US,US,7
KCLM,KNOW,US,US,7
KLAX,KLUK,US,US,7
KFUL,KSMO,US,US,7
98VA,KJFK,US,US,7
LFML,LFRS,FR,FR,7
KCLL,KIWS,US,US,7
KBLM,KOPF,US,US,7
KCLL,KFTW,US,US,7
KAUS,KGKY,US,US,7
KPDX,3WA2,US,US,7
KMCO,KMKE,US,US,7
KAUS,KLUK,US,US,7
KT67,KDTO,US,US,7
KSTL,KPDK,US,US,7
KBNA,0WI5,US,US,7
22MD,KJYO,US,US,7
KDEN,32II,US,US,7
KPTK,KHPN,US,US,7
KMCO,KLZU,US,US,7
KGPI,60CO,US,US,7
KPTK,KD95,US,US,7
KPDK,KPWK,US,US,7
3XS8,KDWH,US,US,7
VAPO,VEPI,IN,IN,7
09PA,77PA,US,US,7
36AZ,KP13,US,US,7
KCLT,58NC,US,US,7
KMCO,NY28,US,US,7
KL35,KSEE,US,US,7
KL35,KSMO,US,US,7
KFCH,KLAX,US,US,7
KLVK,KHAF,US,US,7
KPTK,KRSW,US,US,7
KPTK,KPWK,US,US,7
EGPJ,EGPG,GB,GB,7
KFCM,KTOB,US,US,7
KCLE,0WI5,US,US,7
KPSP,KONT,US,US,7
KASG,AR94,US,US,7
SC75,KLQK,US,US,7
KGPH,3MO6,US,US,7
NJ72,KEWR,US,US,7
KPSP,KLGB,US,US,7
KUDD,KRIR,US,US,7
IA01,KCBF,US,US,7
KCLT,23FL,US,US,7
KATL,5MN0,US,US,7
KMCO,5FL1,US,US,7
KPHL,95FD,US,US,7
KGKY,20TE,US,US,7
98VA,KCAE,US,US,7
NZKE,NZKF,NZ,NZ,7
MRER,MRPV,CR,CR,7
69XS,KTKI,US,US,7
KSRQ,KTYS,US,US,7
98VA,KAUS,US,US,7
98VA,KBKL,US,US,7
KPDK,KVNY,US,US,7
KPSP,KSNS,US,US,7
NZHN,NZPP,NZ,NZ,7
KTEB,9WI4,US,US,7
KABQ,KSTL,US,US,7
KLAS,35OR,US,US,7
KLAX,KEYE,US,US,7
42VT,KDTW,US,US,7
KPOB,KIGX,US,US,7
KDKK,KBUF,US,US,7
KPHL,1FD4,US,US,7
EGNX,EGKK,GB,GB,7
KADS,11TX,US,US,7
KFUL,KF70,US,US,7
KADS,KSGR,US,US,7
KSTL,CO12,US,US,7
09FL,KABE,US,US,7
KDFW,XA23,US,US,7
MN49,KFCM,US,US,7
KLAS,KSMX,US,US,7
EGPF,EGKR,GB,GB,7
KFUL,KDVT,US,US,7
KCCB,34CO,US,US,7
KPOC,46CN,US,US,7
ID95,KBOI,US,US,7
KAUN,KMHR,US,US,7
KACY,KORL,US,US,7
KPOC,KF70,US,US,7
KPOC,KCRQ,US,US,7
KFUL,KCCB,US,US,7
KGLE,5TX0,US,US,7
KPGD,KIND,US,US,7
KTAN,KMVY,US,US,7
KDFW,MU13,US,US,7
MN41,KFCM,US,US,7
MN41,KMIC,US,US,7
60CO,KORD,US,US,7
KDEN,FL97,US,US,7
09FL,KCHN,US,US,7
NK53,KIAD,US,US,7
KLZU,97GA,US,US,7
EGOV,EGCK,GB,GB,7
KAUN,KOAK,US,US,7
KAUN,KO22,US,US,7
KPNS,49FD,US,US,7
KATL,17NC,US,US,7
KLAX,35MN,US,US,7
KPNM,KMIC,US,US,7
KGKY,KSGR,US,US,7
EGPD,EGPG,GB,GB,7
KLZU,0GA4,US,US,7
KLZU,24FL,US,US,7
YBNS,YOMO,AU,AU,7
KLZU,K49A,US,US,7
99AZ,KIWA,US,US,7
KLAS,KTYS,US,US,7
KSTL,K1H3,US,US,7
NM02,KAEG,US,US,7
YBSS,YKTN,AU,AU,7
KLZU,KHEF,US,US,7
EGPF,EGEO,GB,GB,7
KCCB,KL35,US,US,7
KPHL,0VA3,US,US,7
KLAX,71KY,US,US,7
KAUN,KRIU,US,US,7
KADS,0TS7,US,US,7
KLAS,XS39,US,US,7
KACY,KMCO,US,US,7
KPEO,90NY,US,US,7
KDMA,KIWA,US,US,7
UUDD,UUBW,RU,RU,7
LFNR,LFFI,FR,FR,7
KMCE,27CL,US,US,7
EGNT,EGCC,GB,GB,7
68CA,KSFO,US,US,7
KUMP,KIND,US,US,7
KCBF,8IA9,US,US,7
KDEN,K2G2,US,US,7
KTEB,2VA6,US,US,7
LFNR,LFQQ,FR,FR,7
KPEO,KROC,US,US,7
KGNV,FL54,US,US,7
K2W6,VG29,US,US,7
05TE,91TE,US,US,7
VABB,VISP,IN,IN,7
KPRB,KCMA,US,US,7
KPMP,KSTL,US,US,7
KPRC,33AZ,US,US,7
KFCH,KMAE,US,US,7
EDDN,EDQL,DE,DE,7
KPDX,KUAO,US,US,7
37MN,KFCM,US,US,7
KCLE,KSFB,US,US,7
KBFL,KSNA,US,US,7
YCBG,YBBN,AU,AU,7
KCAE,KTYS,US,US,7
KACK,MA36,US,US,7
KFCM,KMKE,US,US,7
KFCH,KVIS,US,US,7
KGLE,KT67,US,US,7
KSTL,KFXE,US,US,7
KPHL,2VA6,US,US,7
KGLE,KT31,US,US,7
KMCC,CA16,US,US,7
KGKY,KHOU,US,US,7
21FA,KXFL,US,US,7
YBNS,YGRL,AU,AU,7
KAUN,KCCR,US,US,7
KPOC,KL35,US,US,7
KGLE,KDAL,US,US,7
KFCM,47MN,US,US,7
UT99,KPVU,US,US,7
KMCC,KAPC,US,US,7
KMCC,KCRQ,US,US,7
UUDD,UMKK,RU,RU,7
68CA,KMCC,US,US,7
KCBF,IA01,US,US,7
UUDD,UHBB,RU,RU,7
KATL,35MN,US,US,7
KMCC,KMYV,US,US,7
NK04,KORD,US,US,7
EGNT,EGSS,GB,GB,7
KMCC,KLHM,US,US,7
KPHL,35MN,US,US,7
KMCC,KLAS,US,US,7
KDFW,KMWC,US,US,7
36AZ,KE67,US,US,7
KMDW,KSGR,US,US,7
KGRB,KDPA,US,US,7
3MD8,K2W6,US,US,7
KRAL,KFUL,US,US,7
KSQL,KE16,US,US,7
KFTW,KSNA,US,US,7
KU14,KU77,US,US,7
EDDV,EDDN,DE,DE,7
KPHL,KCUB,US,US,7
LGAV,LGIO,GR,GR,7
EDDV,EDDH,DE,DE,7
KPDK,4GA0,US,US,7
KBLI,WN13,US,US,7
KRAL,KPSP,US,US,7
KRAL,KSBA,US,US,7
MA72,KOWD,US,US,7
3VA7,KJYO,US,US,7
SC32,0GA2,US,US,7
KFTW,KRVS,US,US,7
KCLT,KMWC,US,US,7
KABE,KPNE,US,US,7
KGEU,AZ05,US,US,7
EGSS,EGGW,GB,GB,7
47MN,KFCM,US,US,7
KLEB,KJFK,US,US,7
XS30,KADS,US,US,7
KSTL,MN58,US,US,7
KSQL,KO69,US,US,7
KU42,02XS,US,US,7
KTEB,KBJC,US,US,7
KDCA,KNUN,US,US,7
KCLT,KHKY,US,US,7
KDPA,KTNU,US,US,7
KSQL,KSAC,US,US,7
KSQL,KSBP,US,US,7
KDCA,KTNU,US,US,7
CA16,KSAC,US,US,7
KPYM,KCQX,US,US,7
KMDW,KMSN,US,US,7
KATL,CT20,US,US,7
KVAY,KN14,US,US,7
KDFW,KGSP,US,US,7
KDFW,KGYH,US,US,7
KUGN,KTEB,US,US,7
9NC9,KHEF,US,US,7
KLDJ,KTEB,US,US,7
KGRB,KCLI,US,US,7
KSTL,MO02,US,US,7
KVAY,KMJX,US,US,7
KPYM,KTAN,US,US,7
KBLI,WN61,US,US,7
6GA0,KPDK,US,US,7
NH78,KBOS,US,US,7
KADW,KW32,US,US,7
KJVL,KMKE,US,US,7
KSQL,KSTS,US,US,7
KLGA,25GA,US,US,7
48MD,KCLT,US,US,7
KTEB,KFCM,US,US,7
35AZ,KTUS,US,US,7
KUGN,KSBM,US,US,7
KPHL,KFTY,US,US,7
MA55,KPYM,US,US,7
ENGM,ENKJ,NO,NO,7
KGEU,1AZ0,US,US,7
ENGM,ENGK,NO,NO,7
TE77,KHOU,US,US,7
SN59,KIXD,US,US,7
KJMR,KMIC,US,US,7
KLGA,36NC,US,US,7
KFTW,KDWH,US,US,7
AL72,KATL,US,US,7
KRDU,87NC,US,US,7
KRDU,82PA,US,US,7
KCHN,KTPF,US,US,7
KJFK,VT09,US,US,7
EGLF,EGKB,GB,GB,7
LIML,LICA,IT,IT,7
KLGA,67KY,US,US,7
KPAO,63CN,US,US,7
KUES,9WI4,US,US,7
KMGW,KCKB,US,US,7
KDEN,KSDL,US,US,7
KPHL,KFWQ,US,US,7
KJKJ,KSGS,US,US,7
KPAO,KMYF,US,US,7
KPAO,KO69,US,US,7
KDCA,K1A9,US,US,7
ENBR,ENBO,NO,NO,7
ENBR,ENHD,NO,NO,7
KJVL,35WI,US,US,7
CA42,KAJO,US,US,7
KCHO,KPHL,US,US,7
KSTL,XS89,US,US,7
KPIE,KORL,US,US,7
48AZ,KPAN,US,US,7
EBLG,EBMB,BE,BE,7
KSPI,KPWK,US,US,7
48AZ,KCHD,US,US,7
KRBD,KDAL,US,US,7
KCLT,KONZ,US,US,7
KJVL,KENW,US,US,7
KRDG,2PA6,US,US,7
KC29,KLNR,US,US,7
KSYR,KTEB,US,US,7
KPAO,KO70,US,US,7
KPAO,KOAR,US,US,7
61OR,3OR8,US,US,7
KDCA,CT20,US,US,7
KPAO,KSCK,US,US,7
KDEN,KPMP,US,US,7
KJOT,KMDW,US,US,7
KSYR,KPIE,US,US,7
KADS,KM99,US,US,7
KMDW,XS39,US,US,7
KPNE,KVAY,US,US,7
KCLT,KRAC,US,US,7
KDTO,1OK9,US,US,7
KGRB,KATW,US,US,7
KPWK,KRFD,US,US,7
6CO4,KBJC,US,US,7
KPHL,FL88,US,US,7
KATL,81IL,US,US,7
KSRQ,KHPN,US,US,7
KMDT,8KY6,US,US,7
KDEN,KHLG,US,US,7
EDDT,EDDV,DE,DE,7
82PA,KDFW,US,US,7
KABQ,KBTF,US,US,7
KCLT,CT14,US,US,7
KBLM,KHPN,US,US,7
KBFI,KCOE,US,US,7
KPDK,KFMY,US,US,7
KDPA,KAPF,US,US,7
KGPM,KHQZ,US,US,7
KSTL,KSAR,US,US,7
WV61,KBWI,US,US,7
KPDK,KAPF,US,US,7
KCCR,KSNA,US,US,7
KBFI,KBVS,US,US,7
KLBE,KCMH,US,US,7
KAUS,KSNA,US,US,7
KSRQ,KFLL,US,US,7
EGSF,EGBG,GB,GB,7
KPUB,KSDL,US,US,7
KLVJ,1TS3,US,US,7
NZRT,NZAS,NZ,NZ,7
05IN,60CO,US,US,7
KU42,UT13,US,US,7
XA09,KDFW,US,US,7
YWSL,YMEN,AU,AU,7
KMKC,KHOU,US,US,7
23FL,KTPF,US,US,7
UUEE,UMKK,RU,RU,7
35OR,KVUO,US,US,7
EKCH,EKSB,DK,DK,7
KSRQ,KPGD,US,US,7
KDEN,1WI6,US,US,7
EGNH,EGGP,GB,GB,7
KLVK,KBOI,US,US,7
KBLM,KIAD,US,US,7
KMCW,IA17,US,US,7
KMCW,93IA,US,US,7
KDEN,KF29,US,US,7
KCLT,71NC,US,US,7
KPHL,DE11,US,US,7
EDDB,EDDN,DE,DE,7
NZTL,NZCH,NZ,NZ,7
KDEN,KGPI,US,US,7
GOBD,GOGS,SN,SN,7
86TX,KSAT,US,US,7
KART,KPHL,US,US,7
11FL,FD48,US,US,7
K06C,59IL,US,US,7
NJ58,KFLL,US,US,7
KLAX,MT54,US,US,7
NZSL,NZAR,NZ,NZ,7
KU42,TS53,US,US,7
KMDQ,KJFX,US,US,7
KGIF,7FL6,US,US,7
KTEB,FA37,US,US,7
SC32,KAND,US,US,7
98VA,2NC1,US,US,7
YBCS,YIFL,AU,AU,7
KDCA,VA72,US,US,7
KCLT,KCUB,US,US,7
KGRB,K02C,US,US,7
VEPI,VECC,IN,IN,7
KPIE,SC86,US,US,7
KCDW,1NK5,US,US,7
KPDK,GA82,US,US,7
KATW,KOJC,US,US,7
KDPA,KIGQ,US,US,7
35MN,KATL,US,US,7
3LL6,KSTL,US,US,7
KDCA,PN62,US,US,7
YWVA,YSSY,AU,AU,7
KPDK,FL57,US,US,7
KPWK,KPDK,US,US,7
KMDW,KCCB,US,US,7
KSRQ,67FL,US,US,7
KPWK,KLAS,US,US,7
KCLT,KERI,US,US,7
9NC9,KDCA,US,US,7
VA85,KROA,US,US,7
KGEU,KLAS,US,US,7
KATW,KMDW,US,US,7
WV21,KDAA,US,US,7
KLCK,KRFD,US,US,7
KDCA,OA16,US,US,7
KBFI,MT54,US,US,7
80CO,K1V6,US,US,7
KLUK,KSRQ,US,US,7
KJYO,KFDK,US,US,7
KCLT,K6G0,US,US,7
KC29,WS91,US,US,7
EGLS,EGDM,GB,GB,7
KATL,87VA,US,US,7
KCLT,K3MY,US,US,7
K06C,KRFD,US,US,7
EKFU,EKYT,DK,DK,7
EKEB,EKOD,DK,DK,7
LFLL,LFML,FR,FR,7
06IA,KTNU,US,US,7
