year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
1920,0.6312422636103150,0.515750143266476,238092.9971346710,0.41869957020057300,0.35421854404011500,0.2160492836676220,-12.654020057306600,0.0829836676217765,113.22689971346700,0.49821002865329500,0.6103151862464180,2,1
1920,0.8621051282051290,0.432170512820513,257891.7628205130,0.2411363461538460,0.33715828737179500,0.2052185897435900,-16.811660256410200,0.07895192307692310,102.42539743589700,0.37827564102564100,0.391025641025641,2,1
1920,0.8289338842975210,0.5756198347107440,140135.14049586800,0.22617264462809900,0.25477550206611600,0.25666198347107400,-20.84008264462810,0.46436776859504100,100.03314876033100,0.5711900826446280,0.09090909090909090,5,1
1920,0.9572467913513520,0.5773405405405400,177942.36216216200,0.2624064864864870,0.3717327250270270,0.22746216216216200,-14.129210810810800,0.09394864864864870,114.01072972973000,0.6254924324324330,5.205405405405410,0,1
1920,0.9401998601694930,0.5498940677966100,191046.70762711900,0.3443466101694910,0.5817009136440680,0.23521906779661,-14.231343220339000,0.092089406779661,120.68957203389800,0.6637254237288140,0.6610169491525420,10,1
1920,0.962701648745521,0.5748745519713260,184777.62365591400,0.2780860215053760,0.4201959369892470,0.2372068100358420,-14.165354838709700,0.11166845878136200,115.47983154121900,0.6211870967741930,2.6702508960573500,5,1
1920,0.6663868848758490,0.5969149736644090,157836.34988713300,0.21050642588412300,0.33609341770504100,0.2320212942061700,-18.48742287434160,0.4779189616252820,109.57097215951800,0.4370937622272380,1.436418359668920,9,1
1920,0.9158258200000030,0.6559293333333330,176542.812,0.26790213333333300,0.32099203556,0.17738653333333300,-15.235276000000000,0.26191533333333300,112.66370666666700,0.6696757333333340,0.684,1,1
1920,0.9391407145098030,0.5349066666666660,214396.03215686300,0.2088558196078430,0.4909548132156860,0.17465733333333300,-17.13142352941180,0.15864533333333300,106.74906196078400,0.49741231372549000,1.4533333333333300,1,1
1920,0.6010148370136720,0.6478398527865400,168795.60988433200,0.24190778128286000,0.2154050868243960,0.2359770767613040,-16.533055730809700,0.4904637223974760,110.92671083070500,0.6368048370136700,0.31440588853838100,7,1
1930,0.9356248883881170,0.5197101802757160,194691.10286320300,0.33485984093319200,0.35186930079003200,0.22063483563096500,-12.823486744432700,0.12019793213149500,109.9247884411450,0.6160890774125140,0.8510074231177090,5,1
1930,0.8331824380165300,0.5948927685950420,171564.24483471100,0.23473644938016500,0.22192114648760400,0.22724628099173600,-16.509507231404900,0.4527522727272730,108.97437809917400,0.5128472107438020,0.22107438016528900,0,1
1930,0.7733629156010250,0.6022140664961640,174763.5230179030,0.27836227621483400,0.15546704255754500,0.21875447570332500,-16.459603580562600,0.41988734015345300,110.47795268542200,0.5988533248081840,1.7838874680306900,1,1
1930,0.8908802495726500,0.5700692307692300,196407.0811965810,0.2867542735042740,0.18238781868945900,0.20972108262108300,-12.972915954416000,0.09092806267806270,112.59650427350400,0.5986485754985750,6.873219373219370,7,1
1930,0.888513707216495,0.529168384879725,189385.65120274900,0.2635702749140890,0.27616513938144400,0.21272680412371100,-14.755116838488000,0.10207130584192400,115.40552920962200,0.558806013745705,1.309278350515460,0,1
1930,0.7794678283151820,0.554997053171045,221102.22421524700,0.24662291479820600,0.22365544707238900,0.2296258167841130,-15.405760409993600,0.3550445227418320,110.72258744394600,0.5445181934657270,1.3721973094170400,7,1
1930,0.6019832633000000,0.6233780500000000,172978.595,0.2640076749500000,0.11850880668000000,0.21355615000000000,-19.123150000000000,0.6271309499999990,108.39304700000000,0.5612938000000000,2.6635,1,1
1930,0.8655405612708030,0.5426403933434190,223035.1921331320,0.31051245083207200,0.3286776088048410,0.22534009077155800,-13.120916792738300,0.08578350983358550,115.16774281391800,0.5850388804841150,3.281391830559760,7,1
1930,0.9136303530546630,0.48051045016077200,247940.72186495200,0.2812483922829580,0.37636335974276500,0.2360196141479100,-14.307977491961400,0.09528697749196150,111.64432475884200,0.5146599839228290,2.072347266881030,0,1
1930,0.9090123100000010,0.5136558000000000,220997.613,0.2848278000000000,0.28158795441000000,0.24085730000000000,-13.847035000000000,0.12867820000000000,113.32418200000000,0.5612247000000000,4.096,0,1
1940,0.8465204781704740,0.5254509875259870,181590.275987526,0.3122784251559250,0.32291329170997900,0.26248019750519800,-13.612398648648700,0.2457615384615390,108.87211070686100,0.622196382536383,0.8503118503118500,7,1
1940,0.8946919855222360,0.48107456049638200,201647.84281282300,0.2654865253360910,0.4427099635367110,0.20159855222337100,-15.728245087900700,0.09181220268872830,107.84667114788000,0.4806512926577040,1.2771458117890400,7,1
