year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
1940,0.8536987646363060,0.4650137196924900,222156.54642223500,0.2554481194559440,0.39384954910703700,0.21241129509166100,-15.029963926670600,0.08398143110585450,106.005413956239,0.47811454760496900,1.1324659964518000,7,1
1940,0.9030772355742330,0.4550971988795520,239661.58963585400,0.27989065826330500,0.4100970037254910,0.23984957983193300,-13.602957983193300,0.10559019607843100,106.17102801120500,0.4953791316526610,1.0742296918767500,5,1
1940,0.9082415045395610,0.5025696498054480,244107.42282749700,0.2526620881971470,0.4509160582230860,0.23688858625162100,-14.56026977950710,0.17254306095979200,105.92034241245100,0.5419750972762650,2.9299610894941600,10,1
1940,0.7113860130000010,0.5178561500000010,195720.2665,0.22541257050000000,0.2749280698700000,0.2033342000000000,-16.927997500000000,0.3017135500000000,108.25691700000000,0.49141630000000000,2.093,0,1
1940,0.9206274223245070,0.41514108170310700,266923.7186421170,0.22236073647871100,0.48673598736478600,0.21050316455696200,-16.89752876869960,0.0885256041426929,103.12142577675500,0.4007510932105870,1.6599539700805500,7,1
1940,0.9156553832938350,0.47210390995260700,232131.8827014220,0.26295517772511900,0.3512090884182470,0.22344502369668200,-14.414843601895800,0.10022861374407600,108.97288329383900,0.5091807464454980,1.6421800947867300,0,1
1940,0.9229491499999950,0.4627362500000000,200208.082,0.2414835490000000,0.3618871379400000,0.2187986500000000,-15.51719900000000,0.16078170000000000,107.68421150000000,0.46221065000000000,1.4295,0,1
1940,0.9070877949999960,0.4440309000000000,223351.576,0.24721401500000000,0.29875868940500000,0.2095805000000000,-15.490747000000000,0.10339205000000000,108.87556350000000,0.43433360000000000,3.771,0,1
1950,0.8228144005999970,0.5290370500000000,208073.6155,0.30353605000000000,0.2116878559150000,0.22493150000000000,-14.400896000000000,0.2504793500000000,110.50021200000000,0.5570354000000000,3.86,7,1
1950,0.9003344356499970,0.46142310000000000,212773.3105,0.25727004000000000,0.3032900804900000,0.21953990000000000,-15.724955500000000,0.10735125000000000,109.56988250000000,0.44362545000000000,3.4195,0,1
1950,0.8755217394999970,0.45602120000000000,231152.291,0.2556151100000000,0.28386363184000000,0.2338555500000000,-15.794886500000000,0.13780310000000000,108.2383545000000,0.4429670620500000,3.505,0,1
1950,0.8917467414999970,0.44083370000000000,216552.2595,0.26741821000000000,0.3146247884100000,0.2214424000000000,-15.414304500000000,0.09259075000000000,110.00811300000000,0.43225100000000000,3.6725,0,1
1950,0.8674129972999980,0.4603712499999990,225951.7585,0.2635610350000000,0.29132038316000000,0.2160078,-15.342990500000000,0.10324315000000000,108.56191250000000,0.4472911500000000,7.707,5,1
1950,0.8491544579549980,0.4863891000000000,220322.8975,0.28837659500000000,0.2297107907100000,0.22401235000000000,-14.261972000000000,0.09799290000000020,110.58108100000000,0.46935495000000000,9.765,0,1
1950,0.8234554899999980,0.4892960500000010,211950.807,0.3026952100000000,0.23210641707500000,0.1840064000000010,-14.179832500000000,0.06287684999999990,111.88017150000000,0.5086227500000000,15.7935,0,1
1950,0.793775100000002,0.5036534000000000,240072.304,0.2938097550000000,0.20377219364000000,0.1862876000000000,-14.271581000000000,0.06757559999999990,112.52888550000000,0.5109486000000000,19.7005,0,1
1950,0.7774467450000000,0.47813154999999900,213321.451,0.3088676800000000,0.18986254418500000,0.20264585000000000,-14.219955000000000,0.05761909999999990,112.51172400000000,0.49033495000000000,19.2315,0,1
1950,0.7849092200000010,0.47976285000000000,211928.132,0.3122101900000000,0.1838199089900000,0.19251640000000000,-14.413364000000000,0.06436665000000010,111.38834,0.478257100000001,20.5825,0,1
1960,0.7682544230000000,0.4820517000000010,210238.5085,0.33937980000000000,0.18165535377000000,0.20775540000000000,-13.806002000000000,0.06495710000000000,112.35459950000000,0.5190262500000010,19.8485,5,1
1960,0.7581470750000000,0.4877147500000000,234195.0765,0.33607667399999900,0.26537126920500000,0.20764335000000000,-14.269377000000000,0.05927209999999990,111.64905550000000,0.5073553000000000,19.308,0,1
1960,0.7259418515000000,0.49074439999999900,206267.5385,0.3660735800000000,0.17120907309000000,0.20179070000000000,-13.273912500000000,0.05652565000000000,114.68595150000000,0.5415934000000000,21.93,0,1
1960,0.7181344800000010,0.48409315000000000,201515.5245,0.3734276850000000,0.19960088644500000,0.20455155000000000,-13.36989400000000,0.05160555000000000,114.3029375000000,0.5399190500000000,25.126,0,1
1960,0.6950623058470750,0.5018954522738630,195398.0179910050,0.3968526386806600,0.16701970798600700,0.21558910544727700,-12.844956021989,0.06162868565717140,114.70529685157400,0.5572052973513240,25.7496251874063,5,1
1960,0.6131359503496510,0.500765584415584,198106.65884115900,0.44399320179820100,0.12192550422577400,0.21387952047952100,-12.034077422577400,0.05763536463536460,116.6388116883120,0.5798210289710290,27.181818181818200,0,1
1960,0.5264009007046760,0.5047228058936570,207088.52530429200,0.48017318385650200,0.11784597854580400,0.21674029468289500,-11.360237668161400,0.054067136450992900,117.07642216527900,0.5776956438180650,30.90711082639330,9,1
1960,0.5423322508137790,0.4891990014977530,198554.5866200700,0.4413662656015980,0.12302258415876200,0.1913777333999010,-11.849574138791800,0.05157848227658500,116.09159860209700,0.5455145282076890,31.149276085871200,0,1
1960,0.49295721269135800,0.4973220740740730,213801.11604938300,0.4568873777777780,0.12503021020246900,0.2150846913580250,-12.002092839506200,0.0586267160493826,115.8942227160490,0.5630099259259260,31.2,0,1
1960,0.4460890553518330,0.48616977205153600,238507.78989098100,0.49037882061446900,0.1630086266947470,0.208033647175421,-11.981210604559000,0.05422324083250750,117.01696729435100,0.5552239692765110,32.35678889990090,2,1
1970,0.45702004913237500,0.5052280614774420,243635.9538919190,0.49481680713931700,0.13006322303420900,0.21163058998512700,-11.75978879524050,0.051204610808130900,117.37428210213200,0.5727270699058010,33.90332176499750,2,1
1970,0.4596606169382720,0.5019534320987650,259429.28987654300,0.4943090419753090,0.12543489128395100,0.2124160000000000,-12.116391604938300,0.060052296296296400,118.16830765432100,0.5705116049382730,33.96543209876540,2,1
1970,0.45988407666335600,0.5211926514399200,247129.12115193600,0.5026282820258190,0.11775266470705000,0.20612135054617700,-11.789685203575000,0.0536588877855015,119.34634160873900,0.5936718470705070,33.923038728897700,2,1
1970,0.4172574755244750,0.5127625374625380,255462.52647352600,0.5353908091908080,0.09998590310689310,0.19813466533466500,-11.19163686313690,0.05651888111888120,120.04932717282700,0.5881032467532480,36.1003996003996,0,1
1970,0.4491533620723850,0.5183694100148730,249418.84630639600,0.5151857957362420,0.11658545185919700,0.21444308378780300,-11.84953842340110,0.07427620228061460,118.99313336638600,0.5824325235498270,31.814080317302900,2,1
1970,0.4300696424492830,0.5226744186046520,254208.6511627910,0.5235905937654630,0.11067037422563100,0.2133311232063340,-11.445217714002900,0.06166204849084610,118.8616704601680,0.5716751113310240,34.1583374567046,9,1
1970,0.3701217817330670,0.5285758964143420,267375.9327689240,0.5476755976095620,0.12441944108067700,0.24664805776892400,-11.195345119521900,0.0623564741035856,120.29478137450200,0.5766630478087650,35.216633466135500,2,1
1970,0.34314404551724200,0.5335206896551740,256076.67816092000,0.5545842168915550,0.127443587626187,0.22625192403798100,-11.126880059970000,0.06295467266366810,121.64451224387800,0.5827722138930540,35.30934532733630,9,1
1970,0.341063942622951,0.5389968703427730,247988.14505712900,0.5526574068554400,0.10338293813710900,0.21752354694485800,-11.095111276701400,0.06496120218579240,120.20931942374600,0.5834242921013420,35.2722305017387,2,1
1970,0.30147009225500000,0.5635958000000010,250921.54,0.5866963749999990,0.1164265940500000,0.2101602000000000,-10.99109900000000,0.06761125000000000,122.17358300000000,0.6115307000000000,35.797,0,1
1980,0.293193448666666,0.5543614215686280,250555.14019607800,0.5945241960784310,0.12547379112254900,0.20404176470588200,-10.714379411764700,0.05830681372549020,122.67287058823500,0.5956661274509810,35.02401960784310,0,1
1980,0.3058011381159430,0.5424464767616190,249776.82308845600,0.5972255947026480,0.1448817909245380,0.22542763618190900,-10.968303348325800,0.05774227886056970,123.04049275362300,0.5835790604697650,35.28135932033980,9,1
1980,0.2968374443270190,0.5600552841475580,247406.36939182500,0.5842664900299100,0.103399178115653,0.1988781655034890,-11.064559820538400,0.06693205383848460,120.89198853439700,0.5815056829511470,35.62113659022930,2,1
1980,0.30961675236145800,0.5447401397903140,249454.2980529210,0.5908433849226170,0.1438080897603600,0.19821837244133800,-11.395332501248200,0.06602301547678490,120.84967898152800,0.5689900649026460,36.10683974038940,9,1
1980,0.2940501435532240,0.5310491754122930,252347.00049975000,0.5823149575212410,0.1445584793403300,0.1919034482758620,-11.697089955022500,0.058867766116941600,121.13122438780600,0.5505485307346330,37.386806596701600,9,1
1980,0.309740670438465,0.5550731439960150,251533.78375685100,0.5953022670652730,0.11870871728450400,0.1968498754359740,-11.478314897857500,0.05859770802192320,121.22498505231700,0.5642019930244150,36.55655206776280,9,1
1980,0.29111834621702400,0.540183972125435,252998.86212045800,0.6110060228969630,0.1152362190990540,0.2112076655052260,-11.225395719263300,0.06477356893977100,120.23899950224000,0.5488968143354930,37.15530114484820,0,1
1980,0.3357683852197810,0.5368667832167830,246535.3971028970,0.5615285014985020,0.1069401285664340,0.19764300699300700,-12.005753746253700,0.05720164835164840,120.05755144855100,0.5340429570429560,39.00949050949050,0,1
1980,0.3243897419920120,0.538125611582627,255257.02296555200,0.5851814128806800,0.12520863862206700,0.21033764353469800,-11.58102596105840,0.06661967049425850,119.93938242636000,0.5463433949076390,38.9136295556665,7,1
1980,0.317918985814187,0.5447028971028960,251943.55894105900,0.5781520529470520,0.11910863737262700,0.1982288211788210,-11.466778721278700,0.06399530469530470,120.35936463536500,0.5436300199800200,38.55144855144860,7,1
1990,0.3430753494671320,0.5335102589641430,256029.35856573700,0.5657791633466150,0.13187388926792800,0.1888367031872510,-11.428036852589600,0.0640801792828685,120.02910507968200,0.5257967131474100,40.168326693227100,7,1
1990,0.3453804541442730,0.5555509193776520,238606.87317303200,0.5542013908533710,0.13935816986798700,0.1883468646864690,-11.076072135785000,0.07023847241867050,119.79147430457300,0.5599732673267320,38.95190947666200,7,1
1990,0.3343240367081680,0.5551345617529870,244357.30278884500,0.5748604033864540,0.10669441412848600,0.1968737051792840,-10.694650896414300,0.07231484063745010,122.68904282868500,0.558718177290838,42.45517928286850,7,1
1990,0.3202810248411120,0.5697258192651430,247680.36494538200,0.5500387735849050,0.11179936308341600,0.19218560079443900,-11.084442403177800,0.07687025819265150,120.42230933465700,0.5555585402184720,42.3480635551142,7,1
1990,0.32104572517087700,0.5497064883605770,251335.24269440300,0.5678848588410110,0.11799573040118900,0.1911326399207530,-10.527020307082700,0.07520599306587430,117.95952055473000,0.5240133729569090,44.42199108469540,7,1
1990,0.31705100662668700,0.559848325837082,246106.46826586700,0.5678576361819090,0.1264724950174910,0.19876106946526800,-10.302394802598700,0.0821737131434281,118.96503898051000,0.5298185907046480,44.22188905547230,0,1
1990,0.3095110248639290,0.5877860465116280,251576.08560118800,0.5798754329539840,0.10057722260762000,0.1998732310737260,-9.574210291934670,0.08596828302820390,117.9722988619500,0.5607850074220690,44.019792182088100,7,1
1990,0.3127344482831770,0.5742233349778000,245644.06117414900,0.5967071189935860,0.110611746354218,0.20191425752343400,-9.25627676369018,0.0897555994079921,118.14932511100200,0.545356092747903,44.64578194375930,7,1
1990,0.301000800791544,0.5806880039331370,249384.62635201600,0.5992130235988210,0.12648791344641100,0.19525162241887900,-9.140027040314660,0.08889242871189750,118.07008210422800,0.5292852015732540,44.85496558505410,7,1
1990,0.28631272657831300,0.5815058313253010,242510.84240963900,0.6280656756626510,0.1134943609734940,0.20590289156626500,-8.489800963855410,0.09354934939759040,119.47584771084300,0.5530626506024100,45.24,0,1
2000,0.29756810499142300,0.5954513722126920,243649.77272727300,0.6204027770154360,0.13114833425385900,0.21620566037735900,-8.456220411663810,0.08906526586620930,117.66819811320700,0.5580119210977700,46.2590051457976,7,1
2000,0.26787248361875700,0.5918076452599390,240599.79510703400,0.6432772069317020,0.10196760482161100,0.19131488277268100,-7.90646890927625,0.08450540265035690,118.33890214067300,0.5579819673802240,50.87359836901120,9,1
2000,0.296350836335767,0.5695844282238440,242690.53673965900,0.6301173294403900,0.10795437242822400,0.19977927007299200,-8.06617226277374,0.08159031630170320,119.45307201946500,0.5349131873479330,45.67542579075430,7,1
2000,0.28478482835443100,0.5749298259493680,244417.66772151900,0.6500365743670890,0.1033465261392410,0.21105767405063300,-7.786547468354420,0.09611360759493670,120.19126503164500,0.5318592563291140,45.767405063291100,7,1
2000,0.24912087636534800,0.5705564030131830,230049.09227871900,0.6722703389830510,0.10679746690207200,0.21489661016949200,-7.376558380414320,0.09648757062146900,120.6073888888890,0.5318548022598870,47.96892655367230,0,1
2000,0.25364277388172900,0.5569814253222150,229305.03942380600,0.6621512767247910,0.16363312909022000,0.21674804397270700,-8.298213798332050,0.0905500379075055,123.56404927975700,0.5233799848369970,42.11068991660350,0,1
2000,0.28131788982339900,0.5443527593818980,232433.39220014700,0.6571996247240620,0.1364570205739510,0.2071178807947020,-7.9589190581309800,0.075970272259014,123.09366519499600,0.518242752023547,42.71302428256070,7,1
2000,0.21894214912293800,0.5573230134932520,244448.81259370300,0.6903991829085470,0.13981841401049500,0.2127098950524740,-7.494287856071970,0.08217653673163420,125.20327661169400,0.5168212143928030,42.626686656671700,1,1
2000,0.28555236821534800,0.5539464604402140,228266.6276026180,0.6718591401546690,0.12503442913741800,0.23306186793575300,-7.566056513979780,0.074351754907793,120.64437775133800,0.5564787566924450,35.84830458060680,7,1
2000,0.25149050891095500,0.5660006406149900,245540.97053171000,0.6942454260089690,0.14797719423446500,0.21508097373478600,-7.4324977578475400,0.08919122357463170,124.82945227418300,0.5380169122357460,36.973094170403600,0,1
2010,0.20871653407445200,0.5996195818459970,267172.67414584400,0.6573552575216740,0.1734452869658340,0.2112652728199900,-8.002705252422230,0.08014982151963280,123.32715961244200,0.5233964048954610,29.8281489036206,1,1
2010,0.2394998959514620,0.5769396580253720,279579.4831770550,0.657764424710424,0.210333463662438,0.19969128516271400,-8.134242140099280,0.0808616105901821,124.24133480419200,0.47095593491450700,32.86321014892440,7,1
2010,0.21352074936702400,0.5588412455334340,255291.65441551800,0.6870636906585000,0.1928772152782030,0.22086636038795300,-7.6508718734048,0.08543848902501290,123.38061051556900,0.4655762225625320,31.27820316488000,7,1
2010,0.18963156381388300,0.5938806636155600,284759.93363844400,0.6925949116323430,0.3123900455034320,0.21504317315026700,-8.238653699466050,0.0852790999237224,124.15971281464500,0.43330968726163300,24.382532418001500,7,1
2010,0.22676186994227300,0.586153063943162,264392.4857904090,0.6647777188277080,0.25998195137655400,0.22244977797513300,-7.82685523978687,0.0976274422735346,124.62149689165200,0.4386810834813510,29.107904085257500,0,1
2010,0.29163995326956500,0.5604550000000000,262678.8834782610,0.5912785065217380,0.24428615511304400,0.19861113043478300,-9.230797391304340,0.08257169565217390,120.87879260869600,0.43369676086956400,29.67217391304350,7,1
2010,0.22694365554278500,0.5815825457641540,258001.1864623240,0.6565469756492120,0.20333247282673500,0.22141668795232000,-8.002875691783760,0.09723163048105590,123.81492933163000,0.432452452107279,29.212430821626200,7,1
2010,0.20741324314935100,0.5804751855287570,243402.2495361780,0.686391820083488,0.24706817012523200,0.23151298701298700,-8.02631910946198,0.09671651205936930,121.82980658627100,0.4363133812615950,31.662337662337700,1,1
2010,0.23383613501842300,0.6027309137803990,227073.1400147380,0.6595520928518800,0.22987447116801800,0.23100935887988300,-8.173433677229200,0.12104473102431800,123.64428813559300,0.4265663338246130,27.59948415622700,7,1
2010,0.26134430419064000,0.6031014169171320,225463.32632030900,0.6297811296693850,0.22112332716616600,0.2185006869901250,-8.527674109059690,0.10682005152426000,122.41970244740200,0.45781319021039100,32.34693001288110,7,1
2020,0.20230315157196000,0.6052853749417800,218977.48276665100,0.6742474103400080,0.24900808037028400,0.23441481136469500,-8.077562878435030,0.10062859804378200,124.05830810433200,0.4680300954820670,24.064741499767100,0,1
2020,0.3402533782663050,0.6524883695652170,222760.02826087000,0.5788958315217390,0.35676547204891300,0.16230940217391400,-9.54775217391302,0.10855891304347900,120.52587500000000,0.45190820652173800,7.7505434782608700,7,1
