name,source,year_from,year_to,rating,score,rank,popularity,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
Ring ni Kakero 1: Sekai Taikai-hen,Manga,2011,2011,PG-13,6.79,4488.0,9222.0,821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Happy Kappy,Unknown,2011,2011,G,5.45,9020.0,8955.0,933.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fireball Charming,Unknown,2011,2011,G,6.86,4167.0,4705.0,6613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suzy's Zoo: Daisuki! Witzy,Other,2011,2011,G,6.27,6787.0,10339.0,464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fighting of Ecstasy,Unknown,2011,2011,Rx,5.85,nan,6734.0,2656.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakuouki Sekkaroku,Visual novel,2011,2012,PG-13,7.78,929.0,2924.0,19465.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potecco Babies (2011),Unknown,2011,2011,G,5.47,8985.0,12375.0,187.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jewelpet Sunshine,Original,2011,2012,PG,6.7,4888.0,6530.0,2911.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Macross F: Choujikuu Gekijou,Original,2011,,G,6.57,5489.0,6777.0,2607.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
T.P. Sakura: Time Paladin Sakura,Visual novel,2011,2011,G,5.96,7830.0,6166.0,3344.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denpa Onna to Seishun Otoko,Light novel,2011,2011,PG-13,7.25,2652.0,430.0,204142.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Metal Fight Beyblade 4D,Manga,2011,2012,PG,6.86,4176.0,3613.0,12590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kamisama Dolls,Manga,2011,2011,R,7.09,3324.0,1527.0,57264.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Shinryaku!? Ika Musume,Manga,2011,2011,PG-13,7.58,1438.0,1453.0,61754.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Natsume Yuujinchou San,Manga,2011,2011,PG-13,8.64,64.0,624.0,151027.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Oni Chichi: Re-birth,Visual novel,2011,,Rx,7.46,nan,2736.0,22332.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freezing,Manga,2011,2011,R+,7.08,3349.0,394.0,217752.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsudomoe: Oppai Ippai Mama Genki,Unknown,2011,,PG-13,7.64,1265.0,3469.0,13896.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deadman Wonderland,Manga,2011,2011,R,7.38,2143.0,56.0,686065.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C: The Money of Soul and Possibility Control,Original,2011,2011,PG-13,7.36,2225.0,415.0,208844.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Usagi Drop,Manga,2011,2011,PG-13,8.51,103.0,267.0,294628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nekogami Yaoyorozu,Manga,2011,2011,PG-13,6.69,4932.0,3303.0,15352.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Tsubuyaki-tai Specials,Original,2011,,R+,4.83,13422.0,14630.0,71.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsubuyaki-tai,Original,2011,2012,PG-13,4.3,13421.0,14174.0,95.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toriko,Manga,2011,2014,PG-13,7.68,1171.0,1208.0,77318.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sailor Fuku Shinryou Tsumaka,Visual novel,2011,2011,Rx,6.14,nan,7369.0,1988.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekaiichi Hatsukoi,Manga,2011,2011,PG-13,8.04,516.0,732.0,130615.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amagami SS: Tachibana Miya-hen - Imouto,Visual novel,2011,,PG-13,7.3,2451.0,1979.0,38955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakugan no Shana III (Final),Light novel,2011,2012,PG-13,7.65,1243.0,539.0,172135.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shukufuku no Campanella: La Campanella Della Benedizione,Visual novel,2011,,R+,6.56,5551.0,5364.0,4765.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KiyaKiya,Original,2011,,G,5.13,11733.0,13526.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nurarihyon no Mago: Sennen Makyou,Manga,2011,2011,PG-13,8.09,460.0,933.0,105732.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,Visual novel,2011,2011,R+,6.8,4442.0,1388.0,66004.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seikon no Qwaser II,Manga,2011,2011,R+,6.58,5456.0,1059.0,89221.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,Unknown,2011,2011,PG-13,6.4,6195.0,6570.0,2860.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ao no Exorcist,Manga,2011,2011,PG-13,7.8,888.0,16.0,949941.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Toriko 3D: Kaimaku Gourmet Adventure!!,Unknown,2011,,PG-13,6.78,4536.0,5211.0,5098.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Naruto x UT,Manga,2011,,PG-13,7.52,1611.0,2269.0,31009.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,Game,2011,,PG,6.82,4350.0,2511.0,25847.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houkago no Pleiades,Original,2011,,G,6.18,7118.0,3304.0,15333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolat no Mahou,Manga,2011,2013,PG-13,6.18,7107.0,5290.0,4940.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Maken-Ki!,Manga,2011,2011,R+,6.59,5406.0,594.0,158400.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bakuman. 2nd Season,Manga,2011,2012,PG-13,8.47,119.0,391.0,219423.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ikoku Meiro no Croisée The Animation,Manga,2011,2011,G,7.47,1770.0,1768.0,46255.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Piece 3D: Mugiwara Chase,Manga,2011,,PG-13,7.23,2742.0,2239.0,31754.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Carnival Phantasm,Manga,2011,2011,PG-13,7.96,611.0,892.0,110096.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fairy Tail OVA,Manga,2011,2013,PG-13,7.73,1038.0,851.0,114117.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Phi Brain: Kami no Puzzle,Original,2011,2012,PG-13,7.27,2594.0,1130.0,81959.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shouwa Monogatari (Movie),Unknown,2011,,PG,6.45,6001.0,8543.0,1155.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Original,2011,,G,7.59,1412.0,5909.0,3761.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shouwa Monogatari,Original,2011,2011,PG,7.02,3611.0,5563.0,4343.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yu☆Gi☆Oh! Zexal,Manga,2011,2012,PG-13,6.48,5896.0,2097.0,35380.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Floating Material,Visual novel,2011,2011,Rx,6.71,nan,4693.0,6677.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kämpfer für die Liebe,Light novel,2011,,R+,6.6,5349.0,1804.0,45064.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Gintama',Manga,2011,2012,PG-13,9.1,7.0,344.0,239983.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Detective Conan Movie 15: Quarter of Silence,Manga,2011,,G,8.12,415.0,2516.0,25773.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hayate no Gotoku! Heaven Is a Place on Earth,Manga,2011,,PG-13,7.23,2729.0,2403.0,27868.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kizuna Ichigeki,Unknown,2011,,G,6.62,5262.0,5263.0,4977.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ore-sama Kingdom,Manga,2011,2013,G,6.55,5591.0,6923.0,2422.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tiger & Bunny,Original,2011,2011,PG-13,8.03,533.0,633.0,149332.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mai no Mahou to Katei no Hi,Original,2011,,PG,5.97,7797.0,8229.0,1341.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kunoichi Sakuya,Visual novel,2011,2011,Rx,5.97,nan,7640.0,1758.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,Light novel,2011,2011,PG-13,7.54,1553.0,705.0,135384.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coquelicot-zaka kara,Manga,2011,,G,7.97,598.0,1206.0,77496.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wana: Hakudaku Mamire no Houkago,Visual novel,2011,2011,Rx,6.64,nan,5689.0,4119.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break Blade 5: Shisen no Hate,Manga,2011,,R,7.9,695.0,1757.0,46540.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hoshizora e Kakaru Hashi,Visual novel,2011,2011,R+,6.94,3869.0,819.0,118337.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiki Specials,Light novel,2011,2011,R,7.88,749.0,1701.0,48923.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Shangri-La (Music),Music,2011,,G,4.88,9872.0,13381.0,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Channel,4-koma manga,2011,2011,PG-13,7.02,3582.0,1229.0,75985.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Morita-san wa Mukuchi,4-koma manga,2011,,PG-13,6.65,5124.0,4438.0,7656.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kemy,Original,2011,2011,G,4.64,11634.0,14575.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshi wo Ou Kodomo,Original,2011,,PG-13,7.7,1109.0,791.0,121968.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou Shoujo Madoka★Magica,Original,2011,2011,PG-13,8.44,140.0,54.0,695525.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kuragehime: Eiyuu Retsuden☆,Manga,2011,2011,PG-13,6.63,5221.0,3702.0,11753.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kimi ni Todoke 2nd Season: Kataomoi,Unknown,2011,,PG-13,7.25,2664.0,1801.0,45137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Itsuka Tenma no Kuro Usagi,Light novel,2011,2011,R+,6.74,4718.0,985.0,97818.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sengoku Basara Movie: The Last Party,Game,2011,,PG-13,7.69,1139.0,2724.0,22455.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Omoi Au Christmas 2011,Original,2011,2011,G,4.09,12468.0,14035.0,102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time for Christmas,Music,2011,,G,5.4,9175.0,13623.0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nana to Kaoru,Manga,2011,,R+,5.71,8465.0,3142.0,16970.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleseed XIII,Unknown,2011,2012,R,6.46,5938.0,3786.0,11121.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astarotte no Omocha!,Manga,2011,2011,PG-13,6.73,4749.0,961.0,100929.0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dog Days,Original,2011,2011,PG-13,7.12,3187.0,713.0,133933.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacred Seven,Original,2011,2011,PG-13,6.7,4906.0,1495.0,59045.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K-On!!: Keikaku!,Original,2011,,PG-13,7.88,739.0,1330.0,69268.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No.6,Light novel,2011,2011,R,7.7,1115.0,348.0,238898.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toriko Hime: Hakudaku Mamire no Reijou,Visual novel,2011,2011,Rx,6.42,nan,5717.0,4067.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norageki!,Original,2011,,PG-13,6.23,6935.0,4369.0,7963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sora no Otoshimono: Tokeijikake no Angeloid,Manga,2011,,R,7.75,1002.0,1004.0,95018.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Yasoukyoku,Music,2011,,G,5.67,8590.0,12814.0,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inyouchuu Etsu,Visual novel,2011,2011,Rx,6.29,nan,5958.0,3675.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fate/Zero,Novel,2011,2011,R,8.42,155.0,47.0,736540.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Suite Precure♪,Original,2011,2012,G,7.35,2289.0,4041.0,9640.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Unknown,2011,,R,7.84,817.0,3834.0,10832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinryaku! Ika Musume Specials,Unknown,2011,2011,G,7.35,2285.0,3079.0,17666.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break Blade 6: Doukoku no Toride,Manga,2011,,R,7.77,948.0,1792.0,45423.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shoujo Senki Brain Jacker,Visual novel,2011,2012,Rx,5.81,nan,6538.0,2907.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SKET Dance,Manga,2011,2012,PG-13,8.32,229.0,676.0,140910.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sweet Home: H na Oneesan wa Suki Desu ka?,Visual novel,2011,2011,Rx,7.19,nan,4583.0,7045.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kami nomi zo Shiru Sekai II,Manga,2011,2011,PG-13,8.05,497.0,307.0,259830.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Shujii no Inbou,Visual novel,2011,2011,Rx,5.42,nan,8334.0,1277.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Towel Story,Original,2011,2013,G,5.86,8116.0,12223.0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
