name,source,year_from,year_to,rating,score,rank,popularity,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
City Hunter: Bay City Wars,Unknown,1990,,PG-13,7.46,1801.0,5734.0,4033.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Licca-chan Fushigi na Fushigi na Yunia Monogatari,Other,1990,,PG,6.28,6724.0,9958.0,557.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noobow: Kieta Medal,Unknown,1990,,PG,5.77,12298.0,13756.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kumo no You ni Kaze no You ni,Novel,1990,,G,6.92,3957.0,5286.0,4941.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korogashi Ryouta,Unknown,1990,1991,R+,5.73,11731.0,12899.0,157.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shuranosuke Zanmaken: Shikamamon no Otoko,Novel,1990,,R+,4.84,9889.0,6490.0,2943.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sol Bianca,Original,1990,1991,R+,6.44,6041.0,5930.0,3721.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tenjouhen: Utsunomiko,Unknown,1990,,PG,6.7,13179.0,10601.0,404.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupin III: Hemingway Paper no Nazo,Unknown,1990,,PG-13,7.02,3600.0,5823.0,3890.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonari no Tokoro,Original,1990,,G,6.71,13300.0,12371.0,186.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maji,Unknown,1990,1991,R,6.04,11917.0,12084.0,207.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Utsunomiko: Heaven Chapter,Unknown,1990,1992,PG,6.01,7700.0,10153.0,507.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OL Kaizou Kouza,Unknown,1990,,PG-13,6.08,12398.0,12062.0,210.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aries: Shinwa no Seizakyuu,Unknown,1990,,PG-13,4.71,10414.0,11758.0,235.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,Unknown,1990,,PG-13,5.71,8445.0,10238.0,485.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hashire! Shiroi Ookami,Unknown,1990,,PG-13,6.4,6183.0,9530.0,691.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warau Salesman Dai SP-banashi,Manga,1990,1992,PG-13,5.8,13568.0,11441.0,272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Anime Hachiko Monogatari,Other,1990,,G,6.62,10395.0,14255.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimu no Juujika,Unknown,1990,,G,6.36,11639.0,13479.0,130.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranma ½: Nettou Uta Gassen,Unknown,1990,1990,PG-13,7.3,2487.0,5408.0,4656.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bishoujo Animerama: Manami no Michi Tono Sou Nyuu!?,Unknown,1990,,Rx,4.38,nan,10712.0,386.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teki wa Kaizoku: Neko-tachi no Kyouen,Novel,1990,1990,PG-13,6.25,6861.0,8885.0,969.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eguchi Hisashi no Nantoka Narudesho!,Manga,1990,,R+,5.74,8377.0,10049.0,532.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bouken! Iczer 3,Original,1990,1991,R,5.94,7853.0,7673.0,1729.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venus,Original,1990,,G,4.96,9797.0,12513.0,179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Futari no Tarou,Unknown,1990,,PG,7.11,10926.0,14367.0,85.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,Unknown,1990,,G,6.12,11589.0,12584.0,174.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Dream Hunter Rem: Yume no Kishitachi,Original,1990,,R+,6.17,7160.0,8838.0,996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lodoss-tou Senki,Novel,1990,1991,R,7.5,1668.0,1944.0,39938.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Mobile Suit SD Gundam Mk V,Unknown,1990,,G,5.86,8093.0,7718.0,1688.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeongsimi,Unknown,1990,1991,G,6.0,13600.0,13779.0,114.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mouretsu Atarou (1990),Manga,1990,1990,G,6.39,12121.0,12347.0,188.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SD Gundam Gaiden,Original,1990,1991,PG,5.9,7980.0,7448.0,1919.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Trap: Leina & Laika,Original,1990,,PG-13,5.33,9244.0,9912.0,567.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kojin Toshi,Unknown,1990,,G,4.6,10087.0,11717.0,239.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perrine Monogatari Movie,Unknown,1990,,G,6.36,12539.0,11800.0,232.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kouryuu Densetsu Villgust Promotional Video,Game,1990,,PG-13,4.68,11828.0,14552.0,76.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uchuu Senkan Yamato Pilot Film,Original,1990,,PG-13,6.0,7745.0,10261.0,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,Manga,1990,1991,R,6.38,6277.0,10134.0,510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mahoutsukai Sally (Movie),Unknown,1990,,G,5.89,8004.0,10762.0,377.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Goro-chan,Unknown,1990,,G,4.99,9764.0,11818.0,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pygmalio,Manga,1990,1991,G,6.9,4029.0,9207.0,824.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enkinhou no Hako: Hakase no Sagashimono,Unknown,1990,,G,5.19,9477.0,8975.0,924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ikenai Boy,Unknown,1990,,Rx,4.83,nan,10759.0,377.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haruko no Bouken,Unknown,1990,,G,4.75,9984.0,11952.0,217.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganso Banana no Tamashii,Original,1990,,G,4.55,10104.0,12199.0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajin Senshi,Unknown,1990,,PG-13,6.23,6902.0,8802.0,1022.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niji no Kakehashi,Unknown,1990,,G,8.14,12275.0,14516.0,77.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onna Senshi Efe & Jira: Gude no Monshou,Light novel,1990,,PG-13,5.68,8536.0,9361.0,761.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsume ga Tooru,Manga,1990,1991,G,6.8,4432.0,9859.0,583.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainichi ga Nichiyoubi,Manga,1990,1992,R+,6.27,6765.0,8729.0,1052.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol,Novel,1990,,PG-13,5.24,9400.0,9330.0,771.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chibi Maruko-chan Movie,Unknown,1990,,G,7.33,2339.0,8327.0,1278.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tarzan,Unknown,1990,,G,5.17,9542.0,11682.0,243.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG Knight Ramune & 40,Original,1990,1991,PG-13,7.11,3254.0,7810.0,1619.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Youjuu Kyoushitsu,Manga,1990,1994,Rx,5.32,nan,8393.0,1247.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou no Angel Sweet Mint,Original,1990,1991,G,6.52,5711.0,8146.0,1387.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shin Choujin Densetsu Urotsukidouji Mataiden,Unknown,1990,1991,Rx,5.87,nan,8556.0,1143.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madou King Granzort: Nonstop Rabi,Unknown,1990,,G,6.96,11912.0,13038.0,150.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Magical★Taruruuto-kun,Manga,1990,1992,PG-13,6.76,4627.0,9535.0,691.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,Unknown,1990,,G,6.65,11961.0,12287.0,192.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,Unknown,1990,1990,PG-13,5.5,12806.0,12333.0,190.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midoriyama Koukou Koushien-hen (Movie),Unknown,1990,,PG,6.05,12005.0,13015.0,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Devilman: Yochou Sirene-hen,Manga,1990,,R+,7.07,3379.0,3710.0,11678.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eigo de Asobo: Tanken Goblin Tou,Unknown,1990,1991,PG,6.57,10849.0,13600.0,124.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milky Passion: Dougenzaka - Ai no Shiro,Manga,1990,,R+,5.66,8593.0,10763.0,379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yagami-kun no Katei no Jijou,Manga,1990,,PG-13,6.34,6495.0,8908.0,963.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kizuna: Ningen no Uta Part 2,Unknown,1990,,G,6.71,11694.0,14493.0,78.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Manga,1990,,Rx,5.43,nan,8049.0,1441.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hana no Asukagumi! 2: Lonely Cats Battle Royale,Unknown,1990,,PG-13,5.6,11084.0,12215.0,197.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ankoku Shinwa,Unknown,1990,1990,R,4.15,10182.0,7645.0,1750.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ikenai Boy: Ikasu Maruhi Hand Power,Unknown,1990,,Rx,3.3,nan,11509.0,262.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hana Ichi Monme (OVA),Unknown,1990,,PG,5.86,11101.0,14435.0,81.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chouon Senshi Borgman: Lovers Rain,Other,1990,,PG-13,5.9,7964.0,9768.0,608.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suisenzuki no Yokka,Unknown,1990,,G,6.81,13094.0,13334.0,135.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narara Superboard,Manga,1990,2002,PG,6.17,12223.0,13214.0,141.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idol Tenshi Youkoso Youko,Original,1990,1991,G,6.29,6673.0,9506.0,699.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Meoteoldosawa Ttomae,Unknown,1990,,G,4.88,12006.0,13587.0,124.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meoteoldosawa 108 Yogoe,Unknown,1990,,G,5.18,12005.0,13642.0,121.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yuusha Exkaiser,Original,1990,1991,G,6.62,5285.0,8559.0,1138.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vampire Sensou,Unknown,1990,,R+,4.7,9997.0,6700.0,2695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Kizu darake no Tenshi-tachi,Unknown,1990,,R+,5.53,11686.0,11985.0,215.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madou King Granzort: Saigo no Magical Taisen,Original,1990,1990,G,6.59,5405.0,11178.0,307.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ichiendama no Tabigarasu,Original,1990,,G,4.31,11380.0,14425.0,84.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komatsu Sakyo Anime Gekijou: Tokubetsu-hen,Original,1990,1990,G,5.4,11796.0,15310.0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ryokunohara Meikyuu,Manga,1990,,PG-13,5.17,9515.0,6599.0,2814.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bishoujo Animerama: Gokkun Doll - Choujigen Pico-chan Toujou!!,Unknown,1990,,Rx,4.67,nan,10317.0,468.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyuukyoku no Chef wa Oishinbo Papa,Unknown,1990,,Rx,5.37,nan,10410.0,447.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuuma no Kojirou: Seiken Sensou-hen,Manga,1990,1990,PG-13,6.73,4752.0,8854.0,986.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Heisei no Cinderella: Kiko-sama Monogatari,Unknown,1990,,G,4.77,11163.0,12871.0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokopon no Yukai na Saiyuuki,Original,1990,,G,5.9,12603.0,14048.0,101.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello Kitty no Oyayubi-hime,Novel,1990,,G,5.45,11183.0,13419.0,131.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mashin Eiyuuden Wataru 2,Unknown,1990,1991,G,7.0,3678.0,9467.0,716.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nihon no Otogibanashi,Other,1990,,G,5.21,12273.0,13289.0,138.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fukuyama Gekijou: Natsu no Himitsu,Unknown,1990,,G,6.6,10897.0,13888.0,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiman Blues: Ladies-hen - Mayumi,Unknown,1990,1990,R,5.42,13141.0,12045.0,212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,Manga,1990,,G,6.17,7169.0,10707.0,390.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaze no Na wa Amnesia,Light novel,1990,,R+,6.5,5787.0,3776.0,11167.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karakuri Kengou Den Musashi Lord,Original,1990,1991,PG,6.12,11527.0,11064.0,326.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obatalian,Unknown,1990,,PG-13,5.2,12365.0,13584.0,124.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Pair: Bouryaku no 005-bin,Light novel,1990,,PG-13,6.89,4056.0,6772.0,2604.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sensou ga Owatta Natsu ni 1945 Karafuto,Unknown,1990,,G,7.71,12824.0,13567.0,125.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Umi Da! Funade Da! Nikoniko, Pun",Unknown,1990,,PG,6.57,13403.0,13261.0,140.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
