name,source,genre,year_from,year_to,rating,score,rank,popularity,members
Fighting of Ecstasy,Unknown,['Hentai'],2011,2011,Rx,5.85,nan,6734.0,2656.0
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,Visual novel,['Hentai'],2010,2011,Rx,7.09,nan,4134.0,9075.0
Rainbow Sentai Robin,Unknown,"['Action', 'Adventure', 'Sci-Fi']",1966,1967,G,6.27,6780.0,10651.0,397.0
Yume-iro Pâtissière SP Professional,Manga,"['Slice of Life', 'Shoujo']",2010,2010,G,7.75,1003.0,2495.0,26269.0
Bust to Bust: Chichi wa Chichi ni,Manga,['Hentai'],2010,2014,Rx,6.76,nan,4868.0,6073.0
Gunparade Orchestra OVA,Game,['Mecha'],2006,2006,PG-13,6.01,7683.0,10024.0,541.0
Sore Ike! Anpanman: Niji no Pyramid,Unknown,"['Comedy', 'Kids']",1997,,PG,5.79,13007.0,12113.0,204.0
Byulbyul Iyagi 2,Unknown,"['Psychological', 'Drama']",2008,,PG-13,5.27,10555.0,12274.0,190.0
Sore Ike! Anpanman: Ningyohime no Namida,Unknown,"['Comedy', 'Kids']",2000,,PG,6.03,13008.0,12202.0,196.0
Ninpen Manmaru,Manga,"['Comedy', 'Samurai', 'Shounen']",1997,1998,G,6.52,12254.0,11937.0,217.0
Break Blade 4: Sanka no Chi,Manga,"['Action', 'Fantasy', 'Mecha', 'Military', 'Shounen']",2010,,R,7.93,652.0,1711.0,48409.0
Kanojo ga Mimai ni Konai Wake,Visual novel,"['Drama', 'Hentai']",2010,2013,Rx,6.46,nan,5737.0,4031.0
Baka to Test to Shoukanjuu: Matsuri,Light novel,"['Comedy', 'School', 'Super Power']",2011,2011,PG-13,7.73,1030.0,1047.0,90164.0
Coppelion,Manga,"['Action', 'Sci-Fi', 'Seinen']",2013,2013,PG-13,6.54,5618.0,1023.0,93126.0
Ikusa Otome Valkyrie Specials,Visual novel,['Hentai'],2004,2005,Rx,5.64,nan,8230.0,1340.0
Hitou Meguri Kakure Yu,Visual novel,['Hentai'],2010,2011,Rx,6.17,nan,5215.0,5090.0
Katsugeki Shoujo Tanteidan,Original,"['Action', 'Comedy', 'School']",1986,,G,5.03,9698.0,9050.0,898.0
Dororon Enma-kun Meeramera,Manga,"['Action', 'Comedy', 'Parody', 'Super Power', 'Demons', 'Supernatural', 'Magic', 'Ecchi']",2011,2011,R,6.6,5337.0,3500.0,13542.0
Soukyuu no Fafner: Arcadian Memory,Unknown,"['Action', 'Military', 'Sci-Fi', 'Drama', 'Mecha']",2005,2006,PG-13,6.64,5189.0,7123.0,2228.0
Itoshi no Betty Mamonogatari,Unknown,"['Fantasy', 'Romance', 'Seinen']",1986,,R+,5.09,11359.0,11651.0,243.0
Naniwa Yuukyouden,Unknown,"['Action', 'Comedy']",1992,,R+,5.82,12166.0,12431.0,182.0
Dokushin Apartment Dokudamisou,Manga,"['Slice of Life', 'Comedy', 'Ecchi', 'Seinen']",1989,1990,R+,5.62,8676.0,10218.0,493.0
Greek Roman Sinhwa: Olympus Guardian (Movie),Unknown,"['Adventure', 'Fantasy', 'Historical']",2005,,G,5.91,7945.0,11324.0,287.0
Egao no Hana,Original,"['Music', 'Kids']",2010,,G,5.74,8379.0,9299.0,784.0
Hokenshitsu de Aimashou,Unknown,['Hentai'],1999,,Rx,4.8,nan,10029.0,539.0
Sakura no Mori,Visual novel,['Hentai'],1999,1999,Rx,5.01,nan,10702.0,387.0
Prism Magical: Prism Generations!,Visual novel,"['Comedy', 'Ecchi', 'Magic']",2010,,R+,5.19,9488.0,7190.0,2149.0
Binetsu: Yakusoku no Toki,Unknown,['Hentai'],2000,,Rx,5.03,nan,10169.0,503.0
Yami no Purple Eye,Manga,"['Psychological', 'Supernatural', 'Music', 'Horror', 'Mystery', 'Shoujo']",1987,,PG-13,4.89,9838.0,9054.0,898.0
Mitsudomoe Zouryouchuu!,Unknown,"['Slice of Life', 'Comedy', 'School']",2011,2011,PG-13,7.78,937.0,2179.0,33219.0
Beelzebub,Manga,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",2011,2012,PG-13,8.01,554.0,215.0,332769.0
Highschool of the Dead: Drifters of the Dead,Manga,"['Ecchi', 'Comedy', 'Supernatural']",2011,,R+,6.74,4714.0,484.0,189500.0
Ichigo Ichie: Kimi no Kotoba,Unknown,"['Slice of Life', 'Comedy', 'School']",2010,2011,G,6.35,11300.0,10824.0,364.0
Medaka no Gakkou,Manga,['Comedy'],2001,2005,PG,6.61,5315.0,9805.0,600.0
Zero Tester,Original,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']",1973,1974,PG-13,6.21,13649.0,11078.0,326.0
Tie Shan Gongzhu,Other,"['Action', 'Adventure', 'Fantasy']",1941,,G,5.76,8347.0,9982.0,552.0
Zero Tester: Chikyuu wo Mamore!,Unknown,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",1974,1974,PG-13,5.13,13650.0,11721.0,237.0
Minori Scramble!,Manga,['Comedy'],2012,,G,6.32,6554.0,6819.0,2544.0
Junod,Original,"['Drama', 'Historical']",2010,,PG-13,6.4,6195.0,10364.0,456.0
Wolf Guy,Unknown,"['Action', 'Military', 'Sci-Fi']",1992,1993,R,5.61,8706.0,9295.0,787.0
Transformers Superlink Special,Unknown,"['Sci-Fi', 'Adventure', 'Kids', 'Mecha', 'Shounen']",2004,,PG-13,5.94,7876.0,9874.0,580.0
Tezuka Osamu Monogatari: Boku wa Son Gokuu,Manga,['Adventure'],1989,,G,6.47,5933.0,10513.0,427.0
Gongitsune,Unknown,['Adventure'],1985,,PG,6.55,5565.0,10349.0,460.0
Robin-kun to 100 nin no Otomodachi,Unknown,"['Comedy', 'Kids']",2010,2011,G,5.21,12666.0,12007.0,212.0
Cardfight!! Vanguard,Original,"['Action', 'Adventure', 'Demons', 'Game', 'Shounen']",2011,2012,PG-13,7.19,2892.0,2189.0,33021.0
Puttsun Make Love,Unknown,"['Comedy', 'Ecchi', 'Romance']",1987,1988,R+,5.98,7779.0,11287.0,290.0
Biohazard: Damnation,Game,"['Action', 'Sci-Fi', 'Horror']",2012,,R,7.32,2376.0,3255.0,15929.0
Elf Hime Nina,Visual novel,"['Fantasy', 'Hentai', 'Supernatural']",2010,2012,Rx,6.55,nan,5858.0,3834.0
Alps no Shoujo Heidi (1979),Unknown,"['Drama', 'Historical', 'Slice of Life']",1979,,PG,6.92,3936.0,6865.0,2497.0
Alps no Shoujo Heidi: Alm no Yama-hen,Unknown,"['Slice of Life', 'Historical', 'Drama']",1996,,PG,6.55,5557.0,8736.0,1055.0
Alps no Shoujo Heidi: Heidi to Clara-hen,Unknown,"['Slice of Life', 'Historical', 'Drama']",1996,,PG,6.6,5333.0,8761.0,1040.0
Changjiang Qi Hao Ai Diqiu,Other,['Kids'],2010,,G,6.43,6050.0,11217.0,299.0
Shokupan Mimi,4-koma manga,['Comedy'],2010,2010,PG,5.63,8663.0,8580.0,1135.0
Hidamari Sketch x ☆☆☆ Specials,4-koma manga,"['Slice of Life', 'Comedy', 'School', 'Seinen']",2010,2010,PG-13,7.88,738.0,3851.0,10706.0
Umi kara no Shisha,Unknown,"['Action', 'Mecha', 'Super Power', 'Sci-Fi']",2010,,PG-13,6.27,6791.0,8642.0,1105.0
Peace Maker Kurogane Special,Manga,"['Action', 'Comedy', 'Samurai', 'Historical', 'Drama', 'Shounen']",2003,,PG,6.81,4390.0,7341.0,2013.0
Nodoka Mori no Doubutsu Daisakusen,Unknown,['Fantasy'],1980,,G,5.79,8275.0,11340.0,283.0
MM! Specials,Light novel,"['Comedy', 'Ecchi', 'School']",2010,2011,R+,6.73,4771.0,2503.0,26102.0
Kappa no Sanpei,Unknown,"['Adventure', 'Kids', 'Supernatural']",1993,,G,6.0,11521.0,12375.0,185.0
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,Manga,"['Harem', 'Comedy', 'Romance', 'Ecchi']",2011,2011,PG-13,6.25,6851.0,1426.0,63911.0
Kyouiku Shidou The Animation,Visual novel,['Hentai'],2010,,Rx,6.39,nan,5830.0,3884.0
Code Geass: Hangyaku no Lelouch R2 Flash Specials,Unknown,['Parody'],2008,2009,PG-13,6.18,7108.0,3705.0,11723.0
Amanatsu,Original,['Sci-Fi'],2010,,PG-13,6.13,7280.0,7631.0,1765.0
Haiyoru! Nyaruani: Remember My Love(craft-sensei),Light novel,"['Comedy', 'Sci-Fi']",2010,2011,PG-13,6.3,6629.0,2769.0,21908.0
Miyazaki Maya Daizukan,Manga,['Hentai'],2010,2011,Rx,5.92,nan,6641.0,2768.0
G-Taste (2010),Manga,"['Ecchi', 'Yuri']",2010,,R+,5.35,nan,7181.0,2165.0
Kaba no Potomasu,Unknown,['Kids'],1988,,PG,5.33,11417.0,13705.0,115.0
Yuri Seijin Naoko-san,Manga,"['Comedy', 'Shoujo Ai']",2010,,PG-13,5.88,8050.0,3633.0,12363.0
Aa! Megami-sama! (2011),Manga,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",2011,2013,PG-13,7.41,1994.0,3217.0,16178.0
K-On! Movie,4-koma manga,"['Music', 'Slice of Life', 'Comedy']",2011,,PG-13,8.34,211.0,561.0,165216.0
Asobi ni Iku yo!: Asobi ni Oide,Light novel,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",2011,,R+,6.88,4080.0,2222.0,32207.0
30-sai no Hoken Taiiku,Book,"['Ecchi', 'Parody', 'Romance', 'Seinen']",2011,2011,R,6.78,4498.0,1813.0,44697.0
Kakko Kawaii Sengen!,Original,['Comedy'],2010,2010,PG-13,5.73,8406.0,9143.0,849.0
Cyborg 009: The Reopening,Unknown,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",2010,,PG-13,5.61,8689.0,8321.0,1287.0
Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,Unknown,"['Comedy', 'Historical']",2010,2011,G,6.93,3921.0,5952.0,3684.0
Ore wa Kanojo wo Shinjiteru!,Visual novel,['Hentai'],2011,,Rx,6.46,nan,4540.0,7215.0
Be-Bop Highschool,Manga,"['Comedy', 'School', 'Seinen']",1990,1998,R,7.43,1905.0,6829.0,2550.0
Goddamn,Manga,"['Action', 'Cars', 'Seinen', 'Sports']",1990,1990,PG-13,5.87,8060.0,8434.0,1225.0
Dream C Club Pure Songs Clips,Unknown,['Music'],2010,,PG-13,5.41,9109.0,10266.0,480.0
Kimi ni Todoke 2nd Season,Manga,"['Slice of Life', 'Drama', 'Romance', 'School', 'Shoujo']",2011,2011,PG-13,8.11,432.0,338.0,242730.0
Timing,Unknown,"['Psychological', 'Horror']",2010,,R,5.34,9246.0,9577.0,675.0
Super Speed,Unknown,['Music'],2010,,G,5.71,8473.0,9117.0,861.0
Ura Tegamibachi,Original,['Comedy'],2010,2011,PG-13,7.04,3538.0,5736.0,4029.0
Kami nomi zo Shiru Sekai: Flag 0,Unknown,"['Comedy', 'Shounen', 'Supernatural']",2010,,PG-13,6.97,3772.0,1794.0,45408.0
Agukaru,Unknown,"['Magic', 'Supernatural', 'Slice of Life']",2010,2014,PG,5.13,9567.0,8551.0,1148.0
Densetsu no Yuusha no Densetsu: Iris Report,Unknown,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",2010,,R,6.59,5386.0,3356.0,14910.0
Canaan: Minorikawa Report 201X Shanghai,Visual novel,"['Action', 'Seinen']",2010,,R,6.68,4957.0,4712.0,6570.0
Mobile Suit Gundam ZZ: Gundam Frag.,Unknown,"['Action', 'Mecha', 'Military', 'Sci-Fi']",2009,2009,PG-13,5.73,8409.0,6484.0,2953.0
Maria†Holic Alive,Manga,"['Comedy', 'Parody', 'School', 'Shoujo Ai']",2011,2011,PG-13,7.03,3563.0,1697.0,49088.0
Rurouni Kenshin: Review Special,Manga,"['Action', 'Comedy', 'Samurai', 'Shounen']",1997,,PG-13,6.99,3715.0,5629.0,4225.0
Gitai Saimin,Visual novel,['Hentai'],2011,2011,Rx,6.07,nan,7132.0,2217.0
Aisai Nikki,Visual novel,['Hentai'],2010,,Rx,6.54,nan,4588.0,7037.0
Hakuouki Hekketsuroku Episode 0,Visual novel,"['Action', 'Harem', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Vampire', 'Josei']",2010,,R,7.2,2860.0,3923.0,10316.0
Break Blade 5: Shisen no Hate,Manga,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",2011,,R,7.9,695.0,1757.0,46540.0
Nurarihyon no Mago Recaps,Manga,"['Action', 'Supernatural', 'Demons', 'Shounen']",2010,2010,PG-13,6.4,6206.0,3748.0,11432.0
Full Moon Party,Original,['Music'],2006,,G,5.83,8168.0,8265.0,1314.0
The TV Show,Original,['Music'],2009,,G,7.07,3417.0,6565.0,2865.0
K-On!!: Keikaku!,Original,"['Comedy', 'School', 'Music', 'Slice of Life']",2011,,PG-13,7.88,739.0,1330.0,69268.0
Gintama: Shinyaku Benizakura-hen,Manga,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",2010,,PG-13,8.31,237.0,2751.0,22183.0
Astarotte no Omocha!,Manga,"['Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Romance', 'Seinen']",2011,2011,PG-13,6.73,4749.0,961.0,100929.0
Appleseed XIII,Unknown,"['Action', 'Mecha', 'Military', 'Police', 'Sci-Fi']",2011,2012,R,6.46,5938.0,3786.0,11121.0
Nana to Kaoru,Manga,"['Comedy', 'Ecchi', 'Romance', 'Seinen']",2011,,R+,5.71,8465.0,3142.0,16970.0
Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,Unknown,"['Ecchi', 'Sports']",2010,,PG-13,4.88,9842.0,4504.0,7365.0
Sengoku Basara Movie: The Last Party,Game,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']",2011,,PG-13,7.69,1139.0,2724.0,22455.0
Kaze wo Nuke!,Unknown,['Sports'],1988,,PG-13,6.14,7265.0,11065.0,327.0
Shin Otokogi,Unknown,['Seinen'],1998,1998,R+,7.05,12862.0,13063.0,147.0
Itsuka Tenma no Kuro Usagi,Light novel,"['Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Vampire']",2011,2011,R+,6.74,4718.0,985.0,97818.0
Strike Witches Movie,Original,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",2012,,PG-13,7.66,1220.0,2305.0,30135.0
Kuragehime: Eiyuu Retsuden☆,Manga,"['Slice of Life', 'Comedy', 'Josei']",2011,2011,PG-13,6.63,5221.0,3702.0,11753.0
Mahou Shoujo Madoka★Magica,Original,"['Psychological', 'Drama', 'Magic', 'Thriller']",2011,2011,PG-13,8.44,140.0,54.0,695525.0
Future GPX Cyber Formula Graffiti,Unknown,"['Action', 'Sci-Fi', 'Sports']",1992,,PG,6.17,7151.0,11019.0,332.0
Hoshi wo Ou Kodomo,Original,"['Adventure', 'Romance', 'Fantasy']",2011,,PG-13,7.7,1109.0,791.0,121968.0
Finder Series,Manga,"['Action', 'Drama', 'Yaoi']",2012,2015,R+,6.69,nan,3595.0,12727.0
Shima Shima Tora no Shimajirou,Original,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']",1993,2008,G,6.29,6692.0,10726.0,382.0
Hello Kitty no Stump Village,Unknown,"['Fantasy', 'Kids']",2005,,G,6.16,7193.0,10869.0,359.0
Lady Lady!! (1988),Manga,"['Drama', 'Shoujo']",1988,,G,6.73,4763.0,9102.0,870.0
Morita-san wa Mukuchi,4-koma manga,"['Comedy', 'School', 'Slice of Life']",2011,,PG-13,6.65,5124.0,4438.0,7656.0
A-Channel,4-koma manga,"['Comedy', 'School', 'Seinen', 'Slice of Life']",2011,2011,PG-13,7.02,3582.0,1229.0,75985.0
Umacha,Original,['Slice of Life'],2001,2001,G,4.96,9781.0,8290.0,1303.0
Toriko Hime: Hakudaku Mamire no Reijou,Visual novel,['Hentai'],2011,2011,Rx,6.42,nan,5717.0,4067.0
Hyouga Senshi Gaislugger,Original,"['Action', 'Mecha', 'Sci-Fi']",1977,1977,PG-13,6.13,11293.0,11207.0,303.0
Norageki!,Original,"['Mystery', 'Sci-Fi', 'Space']",2011,,PG-13,6.23,6935.0,4369.0,7963.0
Detective Conan: Conan vs. Kid - Shark & Jewel,Unknown,"['Adventure', 'Comedy', 'Kids', 'Mystery', 'Police', 'Shounen']",2005,,PG,7.75,987.0,5454.0,4564.0
Detective Conan: Conan vs. Kid - Jet Black Sniper,Unknown,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",2006,,PG,7.51,1633.0,6315.0,3163.0
Nezumi Monogatari: George to Gerald no Bouken,Picture book,"['Adventure', 'Kids']",2007,,G,6.52,5718.0,9667.0,644.0
Sora no Otoshimono: Tokeijikake no Angeloid,Manga,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi', 'Shounen', 'Supernatural']",2011,,R,7.75,1002.0,1004.0,95018.0
Licca-chan Fushigi na Fushigi na Yunia Monogatari,Other,"['Adventure', 'Kids']",1990,,PG,6.28,6724.0,9958.0,557.0
Senjou no Valkyria 3: Tagatame no Juusou,Game,"['Action', 'Military', 'Fantasy']",2011,2011,PG-13,7.37,2210.0,3650.0,12226.0
Tono to Issho 1.5,4-koma manga,"['Comedy', 'Historical', 'Parody', 'Samurai', 'Seinen']",2010,,PG-13,6.12,7353.0,9995.0,550.0
Atashin'chi Movie,Unknown,"['Comedy', 'Super Power']",2003,,G,6.43,6048.0,10593.0,408.0
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Unknown,"['Comedy', 'Super Power']",2010,,G,6.29,6663.0,11047.0,327.0
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,Game,"['Action', 'Comedy']",2010,,G,6.08,7483.0,11210.0,300.0
Pandane to Tamago-hime,Original,"['Adventure', 'Fantasy']",2010,,PG-13,7.08,3364.0,6387.0,3088.0
Shin-Men,Unknown,"['Action', 'Comedy', 'Super Power', 'Seinen']",2010,2012,G,6.28,6741.0,9175.0,835.0
Hustle!! Tokitama-kun,Unknown,['Dementia'],1998,,PG-13,4.36,10147.0,10164.0,503.0
Qin Shi Ming Yue: Bai Bu Fei Jian,Novel,"['Action', 'Historical', 'Martial Arts', 'Fantasy']",2007,2007,PG-13,6.67,5024.0,7459.0,1923.0
Harley Spiny,Unknown,['Kids'],1996,1997,G,5.89,11110.0,12797.0,159.0
Nyani ga Nyandaa Nyandaa Kamen,Picture book,"['Comedy', 'Kids']",2000,2001,PG,6.66,5069.0,11059.0,326.0
Hanasaka Tenshi Tenten-kun,Manga,"['Comedy', 'Fantasy']",1998,1999,G,6.87,11091.0,12359.0,187.0
Bit the Cupid,Unknown,['Comedy'],1995,1996,PG,5.43,10497.0,12294.0,191.0
McDull: Gushi,Unknown,['Comedy'],2001,,G,6.56,5538.0,11992.0,214.0
McDull: Boluo You Wang Zi,Unknown,['Comedy'],2004,,G,7.09,11975.0,12762.0,162.0
McDull: Xiang Dang Dang,Unknown,['Comedy'],2009,,G,6.49,11978.0,12881.0,156.0
"McDull, the Alumni",Unknown,['Comedy'],2006,,G,6.48,11974.0,13310.0,135.0
Chuntian Huahua Zhonghua Bowuguan,Unknown,"['Comedy', 'Historical']",2006,2006,G,6.47,10671.0,12978.0,151.0
Xiang Qi Wang,Unknown,['Game'],2006,,PG,6.22,6986.0,10790.0,373.0
Jigokudou Reikai Tsuushin,Unknown,"['Fantasy', 'Horror']",1996,,PG-13,6.32,6551.0,9689.0,637.0
Tonari no Tokoro,Original,['Comedy'],1990,,G,6.71,13300.0,12371.0,186.0
Okubyou na Venus,Unknown,['Music'],1986,,G,5.6,8725.0,10648.0,399.0
Yonimo Osoroshii Nihon Mukashibanashi,Unknown,"['Dementia', 'Horror', 'Psychological']",2000,,R+,5.89,8022.0,9001.0,914.0
Katte ni Shirokuma,Unknown,['Comedy'],1987,,R+,5.55,8812.0,11407.0,271.0
Level E,Manga,"['Sci-Fi', 'Comedy', 'Shounen']",2011,2011,R,7.52,1605.0,1335.0,69004.0
Emblem Take 2,Manga,"['Action', 'Drama', 'Seinen']",1993,1995,R,6.68,4966.0,9215.0,824.0
Detective Conan: Black History 2,Unknown,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2007,,PG-13,7.62,1310.0,5891.0,3783.0
Attraction,Unknown,['Mystery'],2010,,G,6.13,7283.0,7694.0,1710.0
Akina to Onsen de H Shiyo!,Original,['Hentai'],2010,,Rx,6.46,nan,4872.0,6061.0
Koguma no Koro-chan,Other,['Kids'],1958,,G,5.42,9088.0,10791.0,371.0
O-parts: Oman,Unknown,"['Action', 'Mecha', 'Comedy', 'Hentai']",1987,,Rx,5.05,nan,9241.0,808.0
Shujii no Inbou,Visual novel,['Hentai'],2011,2011,Rx,5.42,nan,8334.0,1277.0
Manga Nihon Emaki,Unknown,['Historical'],1977,1978,G,6.0,11942.0,11923.0,218.0
Bakusou Kyoudai Let's & Go Special,Manga,"['Adventure', 'Cars', 'Shounen', 'Sports']",1996,,G,6.41,6141.0,9925.0,569.0
Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki,Manga,"['Adventure', 'Cars', 'Shounen', 'Sports']",1997,,G,6.63,5202.0,9976.0,554.0
Anime Tenchou Movie,Unknown,"['Action', 'Parody']",2010,,G,5.52,8867.0,7749.0,1663.0
Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,Original,"['Adventure', 'Magic', 'Fantasy', 'Shoujo']",1992,,G,5.88,8034.0,10965.0,342.0
SKET Dance,Manga,"['Comedy', 'School', 'Shounen']",2011,2012,PG-13,8.32,229.0,676.0,140910.0
Hetalia Axis Powers Fan Disc,Web manga,"['Comedy', 'Historical', 'Parody']",2010,,PG-13,7.46,1810.0,3950.0,10156.0
Oshin,Unknown,"['Historical', 'Drama']",1984,,G,7.78,12439.0,10667.0,397.0
Chengyu Donghua Lang,Unknown,"['Historical', 'Kids']",1987,1988,PG,5.79,10596.0,12022.0,210.0
Din Dong,Unknown,"['Comedy', 'Parody']",2010,,G,6.84,10759.0,13341.0,133.0
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,Game,"['Magic', 'Vampire', 'Fantasy']",2008,,PG-13,7.14,3134.0,2544.0,25264.0
Anime Tenchou x Touhou Project,Game,"['Fantasy', 'Magic']",2010,,G,6.87,4128.0,3762.0,11306.0
Licca-chan to Yamaneko Hoshi no Tabi,Unknown,"['Adventure', 'Fantasy', 'Kids', 'Magic']",1997,,G,5.84,8151.0,11159.0,310.0
Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,Unknown,['Kids'],1991,,G,5.06,12925.0,13027.0,149.0
Esper Mami: Hoshizora no Dancing Doll,Unknown,"['Fantasy', 'Shounen']",1988,,G,6.1,7400.0,10940.0,348.0
Chou Supercar Gattiger,Unknown,"['Action', 'Cars', 'Sci-Fi']",1977,1978,G,6.28,6706.0,10969.0,341.0
High School Mystery: Gakuen Nanafushigi,Unknown,"['Horror', 'Mystery']",1991,1992,R,6.37,6319.0,9978.0,554.0
Osomatsu-kun (1988),Manga,['Comedy'],1988,1989,G,6.88,4110.0,6279.0,3208.0
Osomatsu-kun,Manga,['Comedy'],1966,1967,PG,6.78,4525.0,7151.0,2194.0
Shin Bikkuriman,Unknown,"['Comedy', 'Fantasy']",1989,1990,PG,5.44,12864.0,12192.0,199.0
Ganbare! Moudouken Serve,Unknown,['Slice of Life'],1988,,G,5.62,10946.0,13175.0,141.0
Momoko,Unknown,"['Hentai', 'Romance']",1990,1990,Rx,5.37,nan,9415.0,744.0
Shinryaku! Ika Musume Specials,Unknown,['Comedy'],2011,2011,G,7.35,2285.0,3079.0,17666.0
Major: Message,Manga,"['Comedy', 'Drama', 'Shounen', 'Sports']",2010,,PG-13,8.31,243.0,2991.0,18755.0
Suite Precure♪,Original,"['Action', 'Fantasy', 'Magic', 'Shoujo']",2011,2012,G,7.35,2289.0,4041.0,9640.0
The Bathroom,Original,"['Comedy', 'Dementia']",1970,,R,4.25,10173.0,8855.0,987.0
Hamster Club,Unknown,['Kids'],2000,2001,G,6.38,6282.0,10288.0,474.0
Hyper ERT,Unknown,['Kids'],2008,,G,5.67,11294.0,13610.0,121.0
Zhi duoduo Zhi duoduo,Unknown,['Kids'],2000,,G,5.74,13683.0,13442.0,129.0
Inyouchuu Etsu,Visual novel,"['Hentai', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy']",2011,2011,Rx,6.29,nan,5958.0,3675.0
Captain (TV),Manga,"['Sports', 'Shounen']",1983,1983,G,6.25,6838.0,10756.0,374.0
Sue Cat,Unknown,"['Adventure', 'Music', 'Shoujo']",1980,1980,PG,5.9,13081.0,11864.0,224.0
Bokura no Live Kimi to no Life,Music,['Music'],2010,,PG-13,7.18,2935.0,3371.0,14798.0
Shokichi Monogatari,Unknown,"['Kids', 'Music']",2009,,G,5.53,8859.0,11822.0,227.0
Houkago no Pleiades,Original,['Magic'],2011,,G,6.18,7118.0,3304.0,15333.0
Samurai Giants,Unknown,['Sports'],1973,1974,PG-13,6.56,5549.0,9622.0,662.0
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,Game,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",2011,,PG,6.82,4350.0,2511.0,25847.0
Ao no Exorcist,Manga,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",2011,2011,PG-13,7.8,888.0,16.0,949941.0
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,Visual novel,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Romance']",2011,2011,R+,6.8,4442.0,1388.0,66004.0
Shukufuku no Campanella: La Campanella Della Benedizione,Visual novel,"['Comedy', 'Ecchi', 'Fantasy']",2011,,R+,6.56,5551.0,5364.0,4765.0
Amagami SS: Tachibana Miya-hen - Imouto,Visual novel,['School'],2011,,PG-13,7.3,2451.0,1979.0,38955.0
Sekaiichi Hatsukoi,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2011,2011,PG-13,8.04,516.0,732.0,130615.0
Snow Halation,Music,['Music'],2010,,PG-13,7.73,1056.0,3535.0,13304.0
Happy Birthday: Inochi Kagayaku Toki,Unknown,"['Drama', 'Kids', 'Slice of Life']",1999,,G,7.36,2235.0,7234.0,2114.0
Nekogami Yaoyorozu,Manga,"['Slice of Life', 'Comedy', 'Supernatural', 'Seinen']",2011,2011,PG-13,6.69,4932.0,3303.0,15352.0
Chocolat no Mahou,Manga,"['Drama', 'Magic', 'Shoujo', 'Supernatural']",2011,2013,PG-13,6.18,7107.0,5290.0,4940.0
Maken-Ki!,Manga,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']",2011,2011,R+,6.59,5406.0,594.0,158400.0
Ikoku Meiro no Croisée The Animation,Manga,"['Slice of Life', 'Historical', 'Seinen']",2011,2011,G,7.47,1770.0,1768.0,46255.0
Kunoichi Sakuya,Visual novel,['Hentai'],2011,2011,Rx,5.97,nan,7640.0,1758.0
Mai no Mahou to Katei no Hi,Original,"['Drama', 'Magic']",2011,,PG,5.97,7797.0,8229.0,1341.0
Tiger & Bunny,Original,"['Action', 'Mystery', 'Comedy', 'Super Power']",2011,2011,PG-13,8.03,533.0,633.0,149332.0
Ore-sama Kingdom,Manga,"['Romance', 'Shoujo']",2011,2013,G,6.55,5591.0,6923.0,2422.0
Hime Gal♥Paradise,Manga,['Shoujo'],2010,2012,PG,6.18,7115.0,9419.0,741.0
Lan Mao,Original,"['Adventure', 'Comedy']",1999,2001,PG,5.64,11813.0,10422.0,448.0
