"EstablishmentID","InspectionID","Ins_TypeDesc","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","InspectionDate","score","Grade","NameSearch","Intersection"
"98259","1563011","REGULAR","SUBWAY","","1229 GOSS AVE","","LOUISVILLE","KY","40217","FOOD SERVICE","2020-09-17 00:00:00","95","A","SUBWAY",""
"111195","1563014","OTHER","INTERNATIONAL GROCERY NEPALI MART","","3908 BARDSTOWN RD","","LOUISVILLE","KY","40218","PRE-PACKAGED RETAIL","2020-09-03 00:00:00","100","","INTERNATIONAL GROCERY NEPALI MART",""
"104229","1560858","REGULAR","HARRODS CREEK TAVERN","","6313 RIVER RD","","PROSPECT","KY","40059","FOOD SERVICE","2020-09-03 00:00:00","98","A","HARRODS CREEK TAVERN",""
"31053","1560860","REGULAR","KINDER CARE","","8016 SHELBYVILLE RD","","LOUISVILLE","KY","40222","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-09-03 00:00:00","100","A","KINDER CARE",""
"33952","1560884","REGULAR","BETTERWAY DELI - #4","","4001 CANE RUN RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-02 00:00:00","97","","BETTERWAY DELI - #4",""
"69997","1555401","REGULAR","ELF DAY CAFE","","2930 BRECKENRIDGE LN","","LOUISVILLE","KY","40220","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-08-03 00:00:00","100","A","ELF DAY CAFE",""
"92095","1555403","REGULAR","MANGO'S MEXICAN GRILL","","4632 HENDRIK DR","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-08-03 00:00:00","99","A","MANGO'S MEXICAN GRILL",""
"79064","1559070","REGULAR","VIVID IMAGNATION CHILD CARE CENTER","","5925 SIX MILE LN","","LOUISVILLE","KY","40218","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-08-26 00:00:00","100","A","VIVID IMAGNATION CHILD CARE CENTER",""
"110035","1559075","REGULAR","KFC","","10103 DIXIE HWY","","LOUISVILLE","KY","40272","FOOD SERVICE","2020-08-26 00:00:00","98","A","KFC",""
"73600","1559078","REGULAR","VICTORIA'S CATERING","","5410 VALLEY STATION RD","","LOUISVILLE","KY","40272","FOOD SERVICE","2020-08-26 00:00:00","100","A","VICTORIA'S CATERING",""
"96482","1559080","REGULAR","J&C GAS STATION","","4953 MANSLICK RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-26 00:00:00","97","","J&C GAS STATION",""
"82652","1559081","REGULAR","OUTERLIMITS","","721 GAGEL AVE","","LOUISVILLE","KY","40216","FOOD SERVICE","2020-08-26 00:00:00","98","A","OUTERLIMITS",""
"104452","1559139","REGULAR","INDIAN BAZAAR","","11324 MAPLE BROOK DR","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-26 00:00:00","94","","INDIAN BAZAAR",""
"111070","1559197","OTHER","PIZZA HUT #036960","","8131 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2020-08-11 00:00:00","98","","PIZZA HUT #036960",""
"111070","1559199","REGULAR","PIZZA HUT #036960","","8131 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2020-08-11 00:00:00","98","A","PIZZA HUT #036960",""
"110380","1544000","OTHER","CIRCLE K #4703314","","9201 PRESTON HWY","","LOUISVILLE","KY","40229","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-04-14 00:00:00","99","","CIRCLE K #4703314",""
"34899","1547903","REGULAR","BOB EVANS #51","","9797 BLAIRWOOD RD","","LOUISVILLE","KY","40222","FOOD SERVICE","2020-06-09 00:00:00","96","A","BOB EVANS #51",""
"34882","1547926","REGULAR","CEDAR RIDGE CAMP & RETREAT CNT","","4010 ROUTT RD","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-06-09 00:00:00","100","A","CEDAR RIDGE CAMP & RETREAT CNT",""
"43435","1551409","REGULAR","VOA MIDSTATES","","1321 S PRESTON ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-07-06 00:00:00","85","C","VOA MIDSTATES",""
"94043","1551426","REGULAR","PIZZA DONISI","","1394 S 2ND ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-07-06 00:00:00","96","A","PIZZA DONISI",""
"99732","1554453","REGULAR","MUNCHKIN MANOR","","3400 VERMONT AVE","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-07-27 00:00:00","99","A","MUNCHKIN MANOR",""
"98484","1554543","REGULAR","ARBY'S","","2956 BRECKENRIDGE LN","","LOUISVILLE","KY","40220","FOOD SERVICE","2020-06-23 00:00:00","100","A","ARBY'S",""
"63216","1557947","REGULAR","PENN STATION","","6661 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","2020-08-19 00:00:00","97","A","PENN STATION",""
"100140","1557948","REGULAR","VILLE GRILL","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-08-19 00:00:00","97","A","VILLE GRILL",""
"100781","1557997","REGULAR","SUBWAY","","3020 S 3RD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-08-19 00:00:00","93","A","SUBWAY",""
"38352","1561361","REGULAR","PAUL'S FRUIT MARKET","","3704 TAYLORSVILLE RD","","LOUISVILLE","KY","40220","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-08 00:00:00","98","","PAUL'S FRUIT MARKET",""
"100462","1561377","REGULAR","HIGHLAND MORNING ST. MATTHEWS","","111 ST. MATTHEWS AVE","","LOUISVILLE","KY","40207","FOOD SERVICE","2020-09-08 00:00:00","97","A","HIGHLAND MORNING ST. MATTHEWS",""
"85484","1561385","REGULAR","TUSCANY ITALIAN RESTAURANT","","165 OUTER LOOP","","LOUISVILLE","KY","40214","FOOD SERVICE","2020-09-08 00:00:00","98","A","TUSCANY ITALIAN RESTAURANT",""
"108453","1561393","REGULAR","TAYLOR TOTS","","1804 W OAK ST","","LOUISVILLE","KY","40210","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-09-08 00:00:00","98","A","TAYLOR TOTS",""
"32337","1561414","REGULAR","KROGER L-376","","4501 OUTER LOOP","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,001 SQ FT OR OVER","2020-09-08 00:00:00","98","","KROGER L-376",""
"103863","1563070","REGULAR","ROSE'S EXPRESS #691","","5607 PRESTON HWY","","LOUISVILLE","KY","40219","PRE-PACKAGED RETAIL","2020-09-18 00:00:00","94","","ROSE'S EXPRESS #691",""
"109807","1563082","REGULAR","HONEST RESTAURANT","","9008 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-09-18 00:00:00","97","A","HONEST RESTAURANT",""
"106876","1563104","REGULAR","EXPRESSWAY FOOD MART","","1420 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-18 00:00:00","98","","EXPRESSWAY FOOD MART",""
"33412","1563114","REGULAR","SUN VALLEY GOLF COURSE","","6505 BETHANY LN","","LOUISVILLE","KY","40272","FOOD SERVICE","2020-09-18 00:00:00","97","A","SUN VALLEY GOLF COURSE",""
"88969","1555790","REGULAR","SUPER MERCADO PUEBLA","","10119 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-04 00:00:00","98","","SUPER MERCADO PUEBLA",""
"111074","1559340","OTHER","PIZZA HUT #036955","","6800 OUTER LOOP","","LOUISVILLE","KY","40228","FOOD SERVICE","2020-08-12 00:00:00","100","","PIZZA HUT #036955",""
"111078","1559421","OTHER","SUGAR TREE SWEET SHOP","","9444 NORTON COMMONS BLVD","","PROSPECT","KY","40059","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-12 00:00:00","97","","SUGAR TREE SWEET SHOP",""
"94802","1559454","REGULAR","CREATION KINGDOM","","9990 LINN STATION RD","","LOUISVILLE","KY","40223","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-08-27 00:00:00","99","A","CREATION KINGDOM",""
"87199","1559455","REGULAR","AL WATAN RESTAURANT","","3707 KLONDIKE LN","","LOUISVILLE","KY","40218","FOOD SERVICE","2020-08-27 00:00:00","95","A","AL WATAN RESTAURANT",""
"104077","1559457","REGULAR","BEARNO'S","","10212 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-08-27 00:00:00","100","A","BEARNO'S",""
"111079","1559458","OTHER","MENARDS","","9625 PRESTON CROSSING BLVD","","LOUISVILLE","KY","40229","PRE-PACKAGED RETAIL","2020-08-18 00:00:00","100","","MENARDS",""
"110402","1544381","OTHER","GOLD BAR","","1601 STORY AVE","","LOUISVILLE","KY","40206","FOOD SERVICE","2020-03-10 00:00:00","100","","GOLD BAR",""
"110339","1548228","REGULAR","YAFA CAFE","","612 S 5TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2020-06-11 00:00:00","95","A","YAFA CAFE",""
"59759","1551437","REGULAR","MEIJER #162 GAS","","9901 DIXIE HWY","","LOUISVILLE","KY","40272","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-06 00:00:00","100","A","MEIJER #162 GAS",""
"59759","1551438","REGULAR","MEIJER #162 GAS","","9901 DIXIE HWY","","LOUISVILLE","KY","40272","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-06 00:00:00","97","","MEIJER #162 GAS",""
"46877","1551499","REGULAR","FAMILY DOLLAR #22087","","1419 W JEFFERSON ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","2020-07-06 00:00:00","98","","FAMILY DOLLAR #22087",""
"93598","1554767","REGULAR","CHINA KING","","3830 RUCKRIEGEL PKWY","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-07-29 00:00:00","95","A","CHINA KING",""
"104905","1557998","REGULAR","CARDINAL NUTRITION","","2631 S 3RD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-08-19 00:00:00","100","A","CARDINAL NUTRITION",""
"67018","1561463","REGULAR","BETH HAVEN  INSIDE CONCESSION","","5515 JOHNSONTOWN RD","","LOUISVILLE","KY","40272","FOOD SERVICE","2020-09-09 00:00:00","98","A","BETH HAVEN  INSIDE CONCESSION",""
"104008","1561488","REGULAR","DOMINO'S PIZZA #1430","","10000 BROWNSBORO RD","","LOUISVILLE","KY","40242","FOOD SERVICE","2020-09-08 00:00:00","99","A","DOMINO'S PIZZA #1430",""
"72495","1561491","REGULAR","COURTYARD BY MARRIOTT","","10200 CHAMPION FARMS DR","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-09 00:00:00","100","A","COURTYARD BY MARRIOTT",""
"109273","1561516","REGULAR","EUREST AP #3","","4000 BUECHEL BANK RD","","LOUISVILLE","KY","40218","FOOD SERVICE","2020-09-09 00:00:00","95","A","EUREST AP #3",""
"109275","1561517","REGULAR","EUREST AP #5","","4000 BUECHEL BANK RD","","LOUISVILLE","KY","40218","FOOD SERVICE","2020-09-09 00:00:00","98","A","EUREST AP #5",""
"92726","1563177","REGULAR","ACAPULCO","","5404 ANTLE DR","","LOUISVILLE","KY","40229","FOOD SERVICE","2020-09-18 00:00:00","95","A","ACAPULCO",""
"33443","1563183","REGULAR","SUBWAY","","725 W MAIN ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2020-09-21 00:00:00","100","A","SUBWAY",""
"101460","1563184","REGULAR","STARBUCKS","","555 S FLOYD ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2020-09-21 00:00:00","100","A","STARBUCKS",""
"31824","1563250","REGULAR","ST. ATHANASIUS SCHOOL","","5915 OUTER LOOP","","LOUISVILLE","KY","40219","SCHOOL CAFETERIA OR FOOD SERVICE","2020-09-21 00:00:00","99","A","ST. ATHANASIUS SCHOOL",""
"86963","1563251","REGULAR","SHORTY'S FOOD MART #4","","1711 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-21 00:00:00","90","C","SHORTY'S FOOD MART #4",""
"86963","1563252","REGULAR","SHORTY'S FOOD MART #4","","1711 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-21 00:00:00","94","","SHORTY'S FOOD MART #4",""
"62681","1555965","REGULAR","BROWN LOBBY BAR","","335 W BROADWAY","","LOUISVILLE","KY","40203","FOOD SERVICE","2020-08-05 00:00:00","98","A","BROWN LOBBY BAR",""
"110481","1556025","COMPLAINT","CASH SAVER","","501 MT HOLLY RD","","FAIRDALE","KY","40118","RETAIL-FOOD  10,001 SQ FT OR OVER","2020-07-29 00:00:00","","","CASH SAVER",""
"107816","1559508","REGULAR","FOUR POINT","","1035 S 3RD ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","2020-08-27 00:00:00","95","","FOUR POINT",""
"89244","1559509","REGULAR","BP MINI MART INC","","1871 BERRY BLVD","","LOUISVILLE","KY","40215","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-27 00:00:00","94","A","BP MINI MART INC",""
"110407","1544506","OTHER","MCDONALD'S","","301 UNIVERSITY BLVD","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-04-20 00:00:00","100","","MCDONALD'S",""
"102884","1548324","REGULAR","QUILLS COFFEE","","802 E MAIN ST","","LOUISVILLE","KY","40206","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-06-10 00:00:00","99","","QUILLS COFFEE",""
"104141","1551603","REGULAR","HAPPY'S FOOD MART","","1397 S 2ND ST","","LOUISVILLE","KY","40208","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-07 00:00:00","84","C","HAPPY'S FOOD MART",""
"92421","1551613","REGULAR","MUSSEL & BURGER BAR","","9200 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-07-07 00:00:00","95","C","MUSSEL & BURGER BAR",""
"110198","1551630","REGULAR","GOLDEN GATE DONUTS","","8605 SMYRNA PKWY","","LOUISVILLE","KY","40228","FOOD SERVICE","2020-07-07 00:00:00","97","A","GOLDEN GATE DONUTS",""
"97755","1551644","REGULAR","STANDARD CLUB GOLF SHOP","","8208 STANDARD CLUB LN","","LOUISVILLE","KY","40241","STATIONARY RESTRICTED CONCESSON","2020-07-07 00:00:00","99","","STANDARD CLUB GOLF SHOP",""
"110909","1554868","OTHER","WICHIN' PIZZA","","240 ADAMS ST","","LOUISVILLE","KY","40206","FOOD SERVICE","2020-07-14 00:00:00","100","","WICHIN' PIZZA",""
"110726","1554978","REGULAR","I LOVE TACOS","","9909 TAYORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","2020-07-30 00:00:00","99","A","I LOVE TACOS",""
"104776","1555007","REGULAR","NAIVE","","1001 E WASHINGTON ST","","LOUISVILLE","KY","40206","FOOD SERVICE","2020-07-29 00:00:00","100","A","NAIVE",""
"91938","1555021","REGULAR","RHYTHM FOOD MART","","801 VALLEY COLLEGE DR","","LOUISVILLE","KY","40272","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-30 00:00:00","98","A","RHYTHM FOOD MART",""
"91980","1555025","REGULAR","SUBWAY","","10500 DIXIE HWY","","LOUISVILLE","KY","40272","FOOD SERVICE","2020-07-30 00:00:00","98","A","SUBWAY",""
"107825","1558383","REGULAR","THORNTONS #161","","7515 SHELBYVILLE RD","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-20 00:00:00","100","","THORNTONS #161",""
"103174","1558442","REGULAR","STARBUCKS SAC","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-08-20 00:00:00","100","A","STARBUCKS SAC",""
"92309","1561568","REGULAR","PARLAY","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-04 00:00:00","99","A","PARLAY",""
"92309","1561569","REGULAR","PARLAY","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-04 00:00:00","100","","PARLAY",""
"57727","1561570","REGULAR","WINNER'S CIRCLE SUITE KITCHEN","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-09-04 00:00:00","99","A","WINNER'S CIRCLE SUITE KITCHEN",""
"32844","1563266","REGULAR","KY COUNTRY DAY","","4100 SPRINGDALE RD","","LOUISVILLE","KY","40241","SCHOOL CAFETERIA OR FOOD SERVICE","2020-09-21 00:00:00","99","A","KY COUNTRY DAY",""
"59263","1563283","REGULAR","J ALEXANDER'S","","102 OXMOOR CT","","LOUISVILLE","KY","40222","FOOD SERVICE","2020-09-21 00:00:00","100","A","J ALEXANDER'S",""
"102695","1563285","REGULAR","KANSAI JAPANESE STEAKHOUSE","","1850 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40220","FOOD SERVICE","2020-09-21 00:00:00","100","A","KANSAI JAPANESE STEAKHOUSE",""
"31843","1563287","REGULAR","NOTRE DAME ACADEMY","","1925 LEWISTON DR","","LOUISVILLE","KY","40216","SCHOOL CAFETERIA OR FOOD SERVICE","2020-09-21 00:00:00","100","A","NOTRE DAME ACADEMY",""
"94442","1563294","REGULAR","ESPERANZA GROCERY LLC","","4761 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-21 00:00:00","95","","ESPERANZA GROCERY LLC",""
"61176","1563324","REGULAR","CIRCLE K #4703240","","4600 WATTBOURNE LN","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-21 00:00:00","99","","CIRCLE K #4703240",""
"105757","1563326","FOLLOWUP","APPLEBEE'S","","10006 WILL WAY","","LOUISVILLE","KY","40291","FOOD SERVICE","2020-09-21 00:00:00","99","A","APPLEBEE'S",""
"64736","1563341","REGULAR","PANERA BREAD #826","","6221 DUTCHMANS LN","","LOUISVILLE","KY","40207","FOOD SERVICE","2020-09-16 00:00:00","99","A","PANERA BREAD #826",""
"93057","1563349","REGULAR","WILTSHIRE PANTRY BAKERY & DELI","","901 BARRET AVE","","LOUISVILLE","KY","40204","FOOD SERVICE","2020-09-21 00:00:00","99","A","WILTSHIRE PANTRY BAKERY & DELI",""
"66142","1548551","REGULAR","DORIS MAE'S CHILD CARE INC.","","6017 ASHBY LN","","LOUISVILLE","KY","40272","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-06-15 00:00:00","100","A","DORIS MAE'S CHILD CARE INC.",""
"58936","1548553","REGULAR","WALGREENS #4163","","7338 DIXIE HWY","","LOUISVILLE","KY","40258","PRE-PACKAGED RETAIL","2020-06-15 00:00:00","98","","WALGREENS #4163",""
"52175","1548556","REGULAR","SPEEDWAY #9636","","12201 DIXIE HWY","","LOUISVILLE","KY","40272","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-06-15 00:00:00","97","","SPEEDWAY #9636",""
"66741","1548681","REGULAR","THUY VAN CAFE","","5600 NATIONAL TURNPIKE","","LOUISVILLE","KY","40214","FOOD SERVICE","2020-06-16 00:00:00","92","A","THUY VAN CAFE",""
"31213","1548726","REGULAR","RIDGEWOOD CHILD DEV. CTR.","","6209 GREENWOOD RD","","LOUISVILLE","KY","40258","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-06-16 00:00:00","100","A","RIDGEWOOD CHILD DEV. CTR.",""
"107587","1548748","FOLLOWUP","WENDYS","","4312 CANE RUN RD","","LOUISVILLE","KY","40216","FOOD SERVICE","2020-06-16 00:00:00","98","B","WENDYS",""
"95033","1551828","REGULAR","PRICELESS FOODS","","10986 DIXIE HWY","","LOUISVILLE","KY","40272","SUPERMARKET WITH PROCESSING","2020-07-08 00:00:00","94","","PRICELESS FOODS",""
"108021","1551937","REGULAR","TOP NOTCH","","3300 ALGONQUIN PKWY","","LOUISVILLE","KY","40211","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-08 00:00:00","96","","TOP NOTCH",""
"77062","1551962","REGULAR","SILVER SPOON","","604 S 3RD ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2020-07-09 00:00:00","97","A","SILVER SPOON",""
"85874","1555220","REGULAR","TORTILLERIA GUANAJUATO","","9901 LAGRANGE RD","","LOUISVILLE","KY","40223","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-31 00:00:00","99","A","TORTILLERIA GUANAJUATO",""
"85874","1555221","REGULAR","TORTILLERIA GUANAJUATO","","9901 LAGRANGE RD","","LOUISVILLE","KY","40223","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-31 00:00:00","98","","TORTILLERIA GUANAJUATO",""
"110562","1558581","REGULAR","FUN TEA","","1613 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","2020-08-19 00:00:00","96","A","FUN TEA",""
"110872","1558701","REGULAR","LAS AMERICAS MEXICAN STORE","","3618 KLONDIKE LN","","LOUISVILLE","KY","40218","PRE-PACKAGED RETAIL","2020-08-24 00:00:00","100","","LAS AMERICAS MEXICAN STORE",""
"109815","1558729","REGULAR","KIDS & FUN CHILDCARE","","105 BUECHEL TERRACE","","LOUISVILLE","KY","40218","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-08-24 00:00:00","100","A","KIDS & FUN CHILDCARE",""
"101070","1558730","REGULAR","CVS #10532","","3700 BARDSTOWN RD","","LOUISVILLE","KY","40218","PRE-PACKAGED RETAIL","2020-08-24 00:00:00","100","","CVS #10532",""
"105813","1558731","REGULAR","KAMANA GROCERY","","3825 BARDSTOWN RD","","LOUISVILLE","KY","40218","PRE-PACKAGED RETAIL","2020-08-24 00:00:00","99","","KAMANA GROCERY",""
"98420","1561684","REGULAR","JIMMY JOHN'S","","4828 NORTON HEALTHCARE BLVD","","LOUISVILLE","KY","40241","FOOD SERVICE","2020-09-10 00:00:00","98","A","JIMMY JOHN'S",""
"99182","1561688","REGULAR","LAS AMERICAS MEXICAN STORE","","3719 KLONDIKE LN","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-10 00:00:00","96","A","LAS AMERICAS MEXICAN STORE",""
"75561","1561706","REGULAR","KROGER L-743","","12611 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,001 SQ FT OR OVER","2020-09-10 00:00:00","99","A","KROGER L-743",""
"33343","1561714","REGULAR","KROGER L-332","","4211 S 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,001 SQ FT OR OVER","2020-09-10 00:00:00","97","","KROGER L-332",""
"66872","1561718","REGULAR","HOLY CROSS HIGH SCHOOL INSIDE CONCESSION","","5144 DIXIE HWY","","LOUISVILLE","KY","40216","STATIONARY RESTRICTED CONCESSON","2020-09-10 00:00:00","98","","HOLY CROSS HIGH SCHOOL INSIDE CONCESSION",""
"34177","1561722","REGULAR","POPEYE'S","","7528 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","2020-09-10 00:00:00","92","A","POPEYE'S",""
"31452","1561724","REGULAR","NOE MIDDLE SCHOOL","","121 W LEE ST","","LOUISVILLE","KY","40208","SCHOOL CAFETERIA OR FOOD SERVICE","2020-09-10 00:00:00","100","A","NOE MIDDLE SCHOOL",""
"77581","1561726","REGULAR","MAGNOLIA FOODS CATERING","","621 W MAGNOLIA ST","","LOUISVILLE","KY","40208","CATERERS","2020-09-10 00:00:00","96","A","MAGNOLIA FOODS CATERING",""
"110957","1556341","OTHER","THE TP EXPERIENCE","","1812 W MUHAMMAD ALI BLVD","","LOUISVILLE","KY","40203","FOOD SERVICE","2020-08-03 00:00:00","99","","THE TP EXPERIENCE",""
"55172","1556574","REGULAR","PAPA JOHN'S #25","","4123 SHELBYVILLE RD","","LOUISVILLE","KY","40207","FOOD SERVICE","2020-08-10 00:00:00","96","A","PAPA JOHN'S #25",""
"44046","1559968","COMPLAINT","CIRCLE K #4703224","","1255 W ASHLAND AVE","","LOUISVILLE","KY","40215","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-08-21 00:00:00","","","CIRCLE K #4703224",""
"72496","1559976","REGULAR","SPINELLI'S","","614 BAXTER AVE","","LOUISVILLE","KY","40204","FOOD SERVICE","2020-08-31 00:00:00","97","A","SPINELLI'S",""
"108429","1559977","REGULAR","RONALD MCDONALD HOUSE MAIN KITCHEN","","550 S 1ST ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2020-08-31 00:00:00","98","A","RONALD MCDONALD HOUSE MAIN KITCHEN",""
"34135","1548783","REGULAR","VALLEY DAIRY FREEZE INC.","","10300 DEERING RD","","LOUISVILLE","KY","40272","FOOD SERVICE","2020-06-17 00:00:00","95","A","VALLEY DAIRY FREEZE INC.",""
"35109","1548807","REGULAR","WHITE CASTLE #11","","1922 S 7TH ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2020-06-17 00:00:00","96","A","WHITE CASTLE #11",""
"97752","1552033","FOLLOWUP","FALAFEL HOUSE","","1001 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","2020-07-09 00:00:00","100","A","FALAFEL HOUSE",""
"100647","1552089","REGULAR","RED HOG","","2622 FRANKFORT AVE","","LOUISVILLE","KY","40206","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-07-10 00:00:00","100","A","RED HOG",""
"109345","1552091","REGULAR","DERBY CITY PIZZA","","2331 BROWNSBORO RD","","LOUISVILLE","KY","40206","FOOD SERVICE","2020-07-10 00:00:00","98","A","DERBY CITY PIZZA",""
"45404","1552115","REGULAR","PAPA JOHN'S","","5709 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2020-07-10 00:00:00","99","A","PAPA JOHN'S",""
"104738","1552126","REGULAR","DRAGON CITY","","6413 GREENWOOD RD","","LOUISVILLE","KY","40258","FOOD SERVICE","2020-07-10 00:00:00","95","A","DRAGON CITY",""
"60708","1555400","REGULAR","MERIDAY PRESCHOOL","","3728 TAYLORSVILLE RD","","LOUISVILLE","KY","40220","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-08-03 00:00:00","100","A","MERIDAY PRESCHOOL",""
"32571","1555430","FOLLOWUP","LOGAN'S ROADHOUSE","","5229 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","2020-08-03 00:00:00","100","A","LOGAN'S ROADHOUSE",""
"110657","1558742","REGULAR","HOOYO KITCHEN & CAFE","","5312 S 3RD ST STE 101","","LOUISVILLE","KY","40214","FOOD SERVICE","2020-08-24 00:00:00","92","A","HOOYO KITCHEN & CAFE",""
"111051","1558852","OTHER","BAMBA EGGROLLS COMMISSARY","","240 ADAMS ST","","LOUISVILLE","KY","40206","FOOD SERVICE COMMISSARY","2020-06-17 00:00:00","100","","BAMBA EGGROLLS COMMISSARY",""
"111053","1558865","OTHER","REIS & IRVY'S FROYO WATERFRONT","","1201 RIVER RD","","LOUISVILLE","KY","40202","FOOD SERVICE","2020-07-13 00:00:00","100","","REIS & IRVY'S FROYO WATERFRONT",""
"35203","1561770","REGULAR","INDI'S RESTAURANT","","4419 CANE RUN RD","","LOUISVILLE","KY","40216","FOOD SERVICE","2020-09-10 00:00:00","88","C","INDI'S RESTAURANT",""
"110228","1561771","REGULAR","BELLA A.N.D.'S LEARNING CENTER","","4443 CANE RUN RD","","LOUISVILLE","KY","40216","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2020-09-10 00:00:00","97","A","BELLA A.N.D.'S LEARNING CENTER",""
"110975","1561773","REGULAR","NEW CURTIS MARKET","","2720 DUNCAN ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","2020-09-10 00:00:00","99","","NEW CURTIS MARKET",""
