,Month,Domestic,International,total_count,Name
1248,2020-02,183,417,600,"Bolivia, Plurinational State of"
1249,2020-03,355,275,630,"Bolivia, Plurinational State of"
1250,2020-04,15,17,32,"Bolivia, Plurinational State of"
1251,2020-05,30,37,67,"Bolivia, Plurinational State of"
1252,2020-06,44,63,107,"Bolivia, Plurinational State of"
1253,2020-07,42,76,118,"Bolivia, Plurinational State of"
1254,2020-08,159,71,230,"Bolivia, Plurinational State of"
1255,2020-09,101,55,156,"Bolivia, Plurinational State of"
1256,2020-10,1,6,7,"Bolivia, Plurinational State of"
1257,2020-11,0,10,10,"Bolivia, Plurinational State of"
1258,2020-12,0,6,6,"Bolivia, Plurinational State of"
1259,2021-01,0,0,0,"Bolivia, Plurinational State of"
1260,2019-12,8,213,221,Bulgaria
1261,2020-01,7,188,195,Bulgaria
1262,2020-02,1,174,175,Bulgaria
1263,2020-03,0,111,111,Bulgaria
1264,2020-04,7,17,24,Bulgaria
1265,2020-05,2,75,77,Bulgaria
1266,2020-06,36,341,377,Bulgaria
1267,2020-07,50,1302,1352,Bulgaria
1268,2020-08,5,273,278,Bulgaria
1269,2020-09,7,228,235,Bulgaria
1270,2020-10,29,414,443,Bulgaria
1271,2020-11,44,396,440,Bulgaria
1272,2020-12,56,327,383,Bulgaria
1273,2021-01,38,267,305,Bulgaria
1274,2019-12,564,686,1250,Peru
1275,2020-01,240,147,387,Peru
1276,2020-02,262,95,357,Peru
1277,2020-03,93,74,167,Peru
1278,2020-04,3,16,19,Peru
1279,2020-05,4,20,24,Peru
1280,2020-06,14,11,25,Peru
1281,2020-07,57,12,69,Peru
1282,2020-08,121,24,145,Peru
1283,2020-09,135,42,177,Peru
1284,2020-10,81,29,110,Peru
1285,2020-11,125,106,231,Peru
1286,2020-12,37,104,141,Peru
1287,2021-01,34,100,134,Peru
1288,2019-12,1,444,445,Saint Vincent and the Grenadines
1289,2020-01,1,274,275,Saint Vincent and the Grenadines
1290,2020-02,2,466,468,Saint Vincent and the Grenadines
1291,2020-03,1,394,395,Saint Vincent and the Grenadines
1292,2020-04,0,5,5,Saint Vincent and the Grenadines
1293,2020-05,0,2,2,Saint Vincent and the Grenadines
1294,2020-06,0,3,3,Saint Vincent and the Grenadines
1295,2020-07,0,0,0,Saint Vincent and the Grenadines
1296,2020-08,0,3,3,Saint Vincent and the Grenadines
1297,2020-09,0,26,26,Saint Vincent and the Grenadines
1298,2020-10,3,115,118,Saint Vincent and the Grenadines
1299,2020-11,5,173,178,Saint Vincent and the Grenadines
1300,2020-12,0,345,345,Saint Vincent and the Grenadines
1301,2021-01,0,30,30,Saint Vincent and the Grenadines
1302,2019-12,0,27,27,Guinea-Bissau
1303,2020-01,0,4,4,Guinea-Bissau
1304,2020-02,0,29,29,Guinea-Bissau
1305,2020-03,0,29,29,Guinea-Bissau
1306,2020-04,0,0,0,Guinea-Bissau
1307,2020-05,0,10,10,Guinea-Bissau
1308,2020-06,0,4,4,Guinea-Bissau
1309,2020-07,0,0,0,Guinea-Bissau
1310,2020-08,0,0,0,Guinea-Bissau
1311,2020-09,0,0,0,Guinea-Bissau
1312,2020-10,0,0,0,Guinea-Bissau
1313,2020-11,0,0,0,Guinea-Bissau
1314,2020-12,0,0,0,Guinea-Bissau
1315,2021-01,0,0,0,Guinea-Bissau
1316,2019-12,0,112,112,Guatemala
1317,2020-01,2,113,115,Guatemala
1318,2020-02,0,113,113,Guatemala
1319,2020-03,0,64,64,Guatemala
1320,2020-04,0,3,3,Guatemala
1321,2020-05,19,50,69,Guatemala
1322,2020-06,9,163,172,Guatemala
1323,2020-07,39,390,429,Guatemala
1324,2020-08,64,409,473,Guatemala
1325,2020-09,75,470,545,Guatemala
1326,2020-10,96,825,921,Guatemala
1327,2020-11,75,972,1047,Guatemala
1328,2020-12,90,1410,1500,Guatemala
1329,2021-01,66,1406,1472,Guatemala
1330,2019-12,15,2,17,"Venezuela, Bolivarian Republic of"
1331,2020-01,10,1,11,"Venezuela, Bolivarian Republic of"
1332,2020-02,16,4,20,"Venezuela, Bolivarian Republic of"
1333,2020-03,8,0,8,"Venezuela, Bolivarian Republic of"
1334,2020-04,9,0,9,"Venezuela, Bolivarian Republic of"
1335,2020-05,0,0,0,"Venezuela, Bolivarian Republic of"
1336,2020-06,5,0,5,"Venezuela, Bolivarian Republic of"
1337,2020-07,8,0,8,"Venezuela, Bolivarian Republic of"
1338,2020-08,3,0,3,"Venezuela, Bolivarian Republic of"
1339,2020-09,6,0,6,"Venezuela, Bolivarian Republic of"
1340,2020-10,3,0,3,"Venezuela, Bolivarian Republic of"
1341,2020-11,5,0,5,"Venezuela, Bolivarian Republic of"
1342,2020-12,2,0,2,"Venezuela, Bolivarian Republic of"
1343,2021-01,8,0,8,"Venezuela, Bolivarian Republic of"
1344,2019-12,0,15,15,Grenada
1345,2020-01,0,3,3,Grenada
1346,2020-02,0,14,14,Grenada
1347,2020-03,0,8,8,Grenada
1348,2020-04,0,0,0,Grenada
1349,2020-05,0,0,0,Grenada
1350,2020-06,0,0,0,Grenada
1351,2020-07,0,0,0,Grenada
1352,2020-08,0,0,0,Grenada
1353,2020-09,0,1,1,Grenada
1354,2020-10,0,10,10,Grenada
1355,2020-11,0,6,6,Grenada
1356,2020-12,0,4,4,Grenada
1357,2021-01,0,0,0,Grenada
1358,2019-12,0,17,17,Uruguay
1359,2020-01,0,22,22,Uruguay
1360,2020-02,0,21,21,Uruguay
1361,2020-03,0,8,8,Uruguay
1362,2020-04,0,0,0,Uruguay
1363,2020-05,0,0,0,Uruguay
1364,2020-06,0,2,2,Uruguay
1365,2020-07,0,4,4,Uruguay
1366,2020-08,0,9,9,Uruguay
1367,2020-09,0,1,1,Uruguay
1368,2020-10,0,0,0,Uruguay
1369,2020-11,0,1,1,Uruguay
1370,2020-12,0,22,22,Uruguay
1371,2021-01,0,0,0,Uruguay
1372,2019-12,0,59,59,Jordan
1373,2020-01,0,75,75,Jordan
1374,2020-02,0,12,12,Jordan
1375,2020-03,0,1,1,Jordan
1376,2020-04,0,0,0,Jordan
1377,2020-05,0,0,0,Jordan
1378,2020-06,0,0,0,Jordan
1379,2020-07,0,0,0,Jordan
1380,2020-08,0,0,0,Jordan
1381,2020-09,2,18,20,Jordan
1382,2020-10,1,26,27,Jordan
1383,2020-11,0,28,28,Jordan
1384,2020-12,0,7,7,Jordan
1385,2021-01,0,32,32,Jordan
1386,2019-12,0,1,1,Kuwait
1387,2020-01,0,0,0,Kuwait
1388,2020-02,0,2,2,Kuwait
1389,2020-03,0,1,1,Kuwait
1390,2020-04,0,1,1,Kuwait
1391,2020-05,0,0,0,Kuwait
1392,2020-06,0,1,1,Kuwait
1393,2020-07,0,46,46,Kuwait
1394,2020-08,0,60,60,Kuwait
1395,2020-09,1,182,183,Kuwait
1396,2020-10,1,100,101,Kuwait
1397,2020-11,1,12,13,Kuwait
1398,2020-12,0,1,1,Kuwait
1399,2021-01,0,16,16,Kuwait
1400,2019-12,0,3,3,Tunisia
1401,2020-01,0,0,0,Tunisia
1402,2020-02,0,113,113,Tunisia
1403,2020-03,0,47,47,Tunisia
1404,2020-04,0,8,8,Tunisia
1405,2020-05,0,14,14,Tunisia
1406,2020-06,0,36,36,Tunisia
1407,2020-07,0,135,135,Tunisia
1408,2020-08,0,181,181,Tunisia
1409,2020-09,0,76,76,Tunisia
1410,2020-10,0,111,111,Tunisia
1411,2020-11,1,105,106,Tunisia
1412,2020-12,0,0,0,Tunisia
1413,2021-01,0,0,0,Tunisia
1414,2019-12,0,15,15,Martinique
1415,2020-01,0,1,1,Martinique
1416,2020-02,0,4,4,Martinique
1417,2020-03,0,1,1,Martinique
1418,2020-04,0,0,0,Martinique
1419,2020-05,0,0,0,Martinique
1420,2020-06,0,0,0,Martinique
1421,2020-07,0,0,0,Martinique
1422,2020-08,0,0,0,Martinique
1423,2020-09,0,1,1,Martinique
1424,2020-10,0,0,0,Martinique
1425,2020-11,0,0,0,Martinique
1426,2020-12,0,0,0,Martinique
1427,2021-01,0,0,0,Martinique
1428,2019-12,0,2,2,Nepal
1429,2020-01,32,763,795,Nepal
1430,2020-02,36,519,555,Nepal
1431,2020-03,14,435,449,Nepal
1432,2020-04,0,0,0,Nepal
1433,2020-05,0,0,0,Nepal
1434,2020-06,0,0,0,Nepal
1435,2020-07,0,0,0,Nepal
1436,2020-08,0,0,0,Nepal
1437,2020-09,0,0,0,Nepal
1438,2020-10,0,2,2,Nepal
1439,2020-11,1,0,1,Nepal
1440,2020-12,4,0,4,Nepal
1441,2021-01,2,0,2,Nepal
1442,2019-12,0,1,1,Lao People's Democratic Republic
1443,2020-01,0,0,0,Lao People's Democratic Republic
1444,2020-02,0,0,0,Lao People's Democratic Republic
1445,2020-03,0,0,0,Lao People's Democratic Republic
1446,2020-04,0,0,0,Lao People's Democratic Republic
1447,2020-05,0,0,0,Lao People's Democratic Republic
1448,2020-06,0,0,0,Lao People's Democratic Republic
1449,2020-07,0,0,0,Lao People's Democratic Republic
1450,2020-08,0,0,0,Lao People's Democratic Republic
1451,2020-09,0,0,0,Lao People's Democratic Republic
1452,2020-10,0,0,0,Lao People's Democratic Republic
1453,2020-11,0,0,0,Lao People's Democratic Republic
1454,2020-12,0,0,0,Lao People's Democratic Republic
1455,2021-01,0,0,0,Lao People's Democratic Republic
1456,2019-12,0,3,3,Gibraltar
1457,2020-01,0,11,11,Gibraltar
1458,2020-02,0,15,15,Gibraltar
1459,2020-03,0,8,8,Gibraltar
1460,2020-04,0,1,1,Gibraltar
1461,2020-05,0,7,7,Gibraltar
1462,2020-06,0,25,25,Gibraltar
1463,2020-07,0,79,79,Gibraltar
1464,2020-08,0,88,88,Gibraltar
1465,2020-09,0,46,46,Gibraltar
1466,2020-10,0,40,40,Gibraltar
1467,2020-11,0,31,31,Gibraltar
1468,2020-12,0,19,19,Gibraltar
1469,2021-01,0,8,8,Gibraltar
1470,2019-12,0,45,45,Bosnia and Herzegovina
1471,2020-01,0,32,32,Bosnia and Herzegovina
1472,2020-02,0,38,38,Bosnia and Herzegovina
1473,2020-03,0,27,27,Bosnia and Herzegovina
1474,2020-04,0,4,4,Bosnia and Herzegovina
1475,2020-05,0,5,5,Bosnia and Herzegovina
1476,2020-06,0,19,19,Bosnia and Herzegovina
1477,2020-07,0,23,23,Bosnia and Herzegovina
1478,2020-08,0,43,43,Bosnia and Herzegovina
1479,2020-09,0,15,15,Bosnia and Herzegovina
1480,2020-10,0,21,21,Bosnia and Herzegovina
1481,2020-11,0,19,19,Bosnia and Herzegovina
1482,2020-12,0,19,19,Bosnia and Herzegovina
1483,2021-01,0,13,13,Bosnia and Herzegovina
1484,2019-12,0,1,1,Trinidad and Tobago
1485,2020-01,0,1,1,Trinidad and Tobago
1486,2020-02,0,1,1,Trinidad and Tobago
1487,2020-03,0,0,0,Trinidad and Tobago
1488,2020-04,0,0,0,Trinidad and Tobago
1489,2020-05,0,0,0,Trinidad and Tobago
1490,2020-06,0,0,0,Trinidad and Tobago
1491,2020-07,0,0,0,Trinidad and Tobago
1492,2020-08,0,0,0,Trinidad and Tobago
1493,2020-09,0,0,0,Trinidad and Tobago
1494,2020-10,6,4,10,Trinidad and Tobago
1495,2020-11,0,0,0,Trinidad and Tobago
1496,2020-12,0,0,0,Trinidad and Tobago
1497,2021-01,0,0,0,Trinidad and Tobago
1498,2019-12,0,1,1,Western Sahara
1499,2020-01,0,0,0,Western Sahara
1500,2020-02,0,0,0,Western Sahara
1501,2020-03,0,0,0,Western Sahara
1502,2020-04,0,0,0,Western Sahara
1503,2020-05,0,0,0,Western Sahara
1504,2020-06,0,0,0,Western Sahara
1505,2020-07,0,0,0,Western Sahara
1506,2020-08,0,0,0,Western Sahara
1507,2020-09,0,0,0,Western Sahara
1508,2020-10,0,0,0,Western Sahara
1509,2020-11,0,0,0,Western Sahara
1510,2020-12,0,0,0,Western Sahara
1511,2021-01,0,0,0,Western Sahara
